
 Potassium,21.8674,5.18834e+12,1.10951e+14,7.42521e+14,3.07162e+15,9.71962e+15,2.58708e+16,6.09432e+16,1.30994e+17,2.62066e+17,4.94726e+17,8.90056e+17,1.53745e+18,2.56455e+18,4.14973e+18,6.53766e+18,1.00583e+19,1.51502e+19,2.23883e+19,3.25172e+19,4.64908e+19,6.55188e+19,9.1121e+19,1.2519e+20,1.70067e+20,2.28621e+20,3.04349e+20,4.01486e+20,5.25127e+20,6.8137e+20,8.77474e+20,1.12204e+21,1.42519e+21,1.79885e+21,2.2569e+21,2.81555e+21,3.49357e+21,4.31267e+21,5.29783e+21,6.47775e+21,7.88527e+21,
 Sodium,-8.45377,-1.04208e+14,-8.84805e+14,-2.72555e+15,-5.80589e+15,-1.03647e+16,-1.67656e+16,-2.54319e+16,-3.66451e+16,-5.01279e+16,-6.42602e+16,-7.47122e+16,-7.21976e+16,-3.89605e+16,5.64849e+16,2.66953e+17,6.77222e+17,1.41853e+18,2.68788e+18,4.77323e+18,8.08575e+18,1.32006e+19,2.09079e+19,3.22748e+19,4.8722e+19,7.21152e+19,1.04875e+20,1.50106e+20,2.11751e+20,2.9477e+20,4.05348e+20,5.51135e+20,7.41524e+20,9.87968e+20,1.30434e+21,1.70735e+21,2.21698e+21,2.85707e+21,3.65581e+21,4.6465e+21,5.86819e+21,
