V,K_I,Na_I,L_I,Cl_I
0.71133,0.000201009,-0.0459542,-2.9666,2.60203
0.71274,0.000202783,-0.0461722,-2.96618,2.60244
0.71415,0.000204569,-0.0463904,-2.96576,2.60286
0.715559,0.000206366,-0.046609,-2.96533,2.60328
0.716967,0.000208175,-0.0468279,-2.96491,2.60369
0.718375,0.000209996,-0.0470471,-2.96449,2.60411
0.719782,0.000211829,-0.0472666,-2.96407,2.60452
0.721189,0.000213673,-0.0474864,-2.96364,2.60494
0.722595,0.00021553,-0.0477065,-2.96322,2.60535
0.724,0.000217398,-0.0479269,-2.9628,2.60577
0.725405,0.000219279,-0.0481476,-2.96238,2.60618
0.726809,0.000221171,-0.0483686,-2.96196,2.60659
0.728213,0.000223076,-0.0485899,-2.96154,2.60701
0.729615,0.000224993,-0.0488115,-2.96112,2.60742
0.731018,0.000226922,-0.0490334,-2.96069,2.60784
0.732419,0.000228863,-0.0492555,-2.96027,2.60825
0.73382,0.000230817,-0.049478,-2.95985,2.60866
0.735221,0.000232783,-0.0497008,-2.95943,2.60908
0.736621,0.000234762,-0.0499238,-2.95901,2.60949
0.73802,0.000236753,-0.0501471,-2.95859,2.6099
0.739418,0.000238756,-0.0503707,-2.95817,2.61032
0.740816,0.000240772,-0.0505946,-2.95776,2.61073
0.742214,0.000242801,-0.0508187,-2.95734,2.61114
0.743611,0.000244843,-0.0510432,-2.95692,2.61156
0.745007,0.000246897,-0.0512679,-2.9565,2.61197
0.746402,0.000248964,-0.0514929,-2.95608,2.61238
0.747797,0.000251044,-0.0517182,-2.95566,2.61279
0.749192,0.000253137,-0.0519437,-2.95524,2.6132
0.750585,0.000255242,-0.0521695,-2.95482,2.61361
0.751978,0.000257361,-0.0523956,-2.95441,2.61403
0.753371,0.000259493,-0.052622,-2.95399,2.61444
0.754763,0.000261638,-0.0528486,-2.95357,2.61485
0.756154,0.000263796,-0.0530755,-2.95315,2.61526
0.757545,0.000265967,-0.0533026,-2.95274,2.61567
0.758935,0.000268152,-0.0535301,-2.95232,2.61608
0.760325,0.00027035,-0.0537577,-2.9519,2.61649
0.761713,0.000272561,-0.0539857,-2.95149,2.6169
0.763102,0.000274785,-0.0542139,-2.95107,2.61731
0.764489,0.000277024,-0.0544424,-2.95065,2.61772
0.765877,0.000279275,-0.0546711,-2.95024,2.61813
0.767263,0.000281541,-0.0549001,-2.94982,2.61854
0.768649,0.000283819,-0.0551293,-2.94941,2.61895
0.770034,0.000286112,-0.0553588,-2.94899,2.61936
0.771419,0.000288418,-0.0555885,-2.94857,2.61977
0.772803,0.000290738,-0.0558185,-2.94816,2.62018
0.774187,0.000293072,-0.0560487,-2.94774,2.62059
0.775569,0.00029542,-0.0562792,-2.94733,2.621
0.776952,0.000297782,-0.05651,-2.94691,2.62141
0.778333,0.000300158,-0.0567409,-2.9465,2.62182
0.779715,0.000302548,-0.0569722,-2.94609,2.62222
0.781095,0.000304952,-0.0572036,-2.94567,2.62263
0.782475,0.00030737,-0.0574354,-2.94526,2.62304
0.783854,0.000309802,-0.0576673,-2.94484,2.62345
0.785233,0.000312249,-0.0578995,-2.94443,2.62386
0.786611,0.00031471,-0.0581319,-2.94402,2.62426
0.787989,0.000317186,-0.0583646,-2.9436,2.62467
0.789366,0.000319676,-0.0585975,-2.94319,2.62508
0.790742,0.00032218,-0.0588306,-2.94278,2.62549
0.792118,0.000324699,-0.059064,-2.94236,2.62589
0.793493,0.000327232,-0.0592976,-2.94195,2.6263
0.794868,0.000329781,-0.0595315,-2.94154,2.62671
0.796242,0.000332344,-0.0597655,-2.94113,2.62711
0.797615,0.000334921,-0.0599998,-2.94072,2.62752
0.798988,0.000337514,-0.0602344,-2.9403,2.62792
0.800361,0.000340121,-0.0604691,-2.93989,2.62833
0.801732,0.000342744,-0.0607041,-2.93948,2.62874
0.803103,0.000345381,-0.0609393,-2.93907,2.62914
0.804474,0.000348033,-0.0611747,-2.93866,2.62955
0.805844,0.000350701,-0.0614104,-2.93825,2.62995
0.807213,0.000353383,-0.0616462,-2.93784,2.63036
0.808582,0.000356081,-0.0618823,-2.93743,2.63076
0.80995,0.000358795,-0.0621186,-2.93701,2.63117
0.811318,0.000361523,-0.0623552,-2.9366,2.63157
0.812685,0.000364267,-0.0625919,-2.93619,2.63198
0.814051,0.000367026,-0.0628289,-2.93578,2.63238
0.815417,0.000369801,-0.063066,-2.93537,2.63279
0.816782,0.000372592,-0.0633034,-2.93497,2.63319
0.818147,0.000375398,-0.063541,-2.93456,2.6336
0.819511,0.000378219,-0.0637788,-2.93415,2.634
0.820875,0.000381057,-0.0640168,-2.93374,2.6344
0.822238,0.00038391,-0.0642551,-2.93333,2.63481
0.8236,0.000386779,-0.0644935,-2.93292,2.63521
0.824962,0.000389664,-0.0647322,-2.93251,2.63561
0.826323,0.000392565,-0.064971,-2.9321,2.63602
0.827684,0.000395481,-0.0652101,-2.93169,2.63642
0.829044,0.000398414,-0.0654493,-2.93129,2.63682
0.830403,0.000401363,-0.0656888,-2.93088,2.63723
0.831762,0.000404329,-0.0659284,-2.93047,2.63763
0.833121,0.00040731,-0.0661683,-2.93006,2.63803
0.834478,0.000410308,-0.0664084,-2.92966,2.63843
0.835836,0.000413322,-0.0666486,-2.92925,2.63884
0.837192,0.000416353,-0.0668891,-2.92884,2.63924
0.838548,0.0004194,-0.0671297,-2.92844,2.63964
0.839904,0.000422463,-0.0673706,-2.92803,2.64004
0.841259,0.000425543,-0.0676116,-2.92762,2.64044
0.842613,0.00042864,-0.0678529,-2.92722,2.64084
0.843967,0.000431754,-0.0680943,-2.92681,2.64125
0.84532,0.000434884,-0.0683359,-2.9264,2.64165
0.846673,0.000438031,-0.0685778,-2.926,2.64205
0.848025,0.000441195,-0.0688198,-2.92559,2.64245
0.849377,0.000444376,-0.069062,-2.92519,2.64285
0.850727,0.000447574,-0.0693044,-2.92478,2.64325
0.852078,0.000450789,-0.0695469,-2.92438,2.64365
0.853428,0.000454021,-0.0697897,-2.92397,2.64405
0.854777,0.00045727,-0.0700326,-2.92357,2.64445
0.856126,0.000460536,-0.0702757,-2.92316,2.64485
0.857474,0.00046382,-0.0705191,-2.92276,2.64525
0.858821,0.000467121,-0.0707625,-2.92235,2.64565
0.860168,0.000470439,-0.0710062,-2.92195,2.64605
0.861515,0.000473775,-0.0712501,-2.92155,2.64645
0.862861,0.000477129,-0.0714941,-2.92114,2.64685
0.864206,0.0004805,-0.0717383,-2.92074,2.64725
0.865551,0.000483889,-0.0719827,-2.92033,2.64765
0.866895,0.000487295,-0.0722273,-2.91993,2.64804
0.868238,0.000490719,-0.072472,-2.91953,2.64844
0.869582,0.000494161,-0.0727169,-2.91913,2.64884
0.870924,0.000497621,-0.072962,-2.91872,2.64924
0.872266,0.000501099,-0.0732073,-2.91832,2.64964
0.873607,0.000504595,-0.0734527,-2.91792,2.65004
0.874948,0.000508108,-0.0736983,-2.91752,2.65043
0.876289,0.00051164,-0.0739441,-2.91711,2.65083
0.877628,0.000515191,-0.0741901,-2.91671,2.65123
0.878967,0.000518759,-0.0744362,-2.91631,2.65163
0.880306,0.000522346,-0.0746825,-2.91591,2.65202
0.881644,0.000525951,-0.0749289,-2.91551,2.65242
0.882982,0.000529574,-0.0751756,-2.91511,2.65282
0.884318,0.000533216,-0.0754223,-2.9147,2.65321
0.885655,0.000536877,-0.0756693,-2.9143,2.65361
0.886991,0.000540556,-0.0759164,-2.9139,2.65401
0.888326,0.000544254,-0.0761637,-2.9135,2.6544
0.889661,0.000547971,-0.0764111,-2.9131,2.6548
0.890995,0.000551706,-0.0766587,-2.9127,2.6552
0.892328,0.00055546,-0.0769065,-2.9123,2.65559
0.893661,0.000559233,-0.0771544,-2.9119,2.65599
0.894994,0.000563025,-0.0774025,-2.9115,2.65638
0.896326,0.000566836,-0.0776508,-2.9111,2.65678
0.897657,0.000570667,-0.0778992,-2.9107,2.65717
0.898988,0.000574516,-0.0781477,-2.9103,2.65757
0.900319,0.000578385,-0.0783965,-2.9099,2.65796
0.901648,0.000582273,-0.0786453,-2.90951,2.65836
0.902977,0.00058618,-0.0788944,-2.90911,2.65875
0.904306,0.000590107,-0.0791435,-2.90871,2.65915
0.905634,0.000594053,-0.0793929,-2.90831,2.65954
0.906962,0.000598018,-0.0796424,-2.90791,2.65994
0.908289,0.000602004,-0.079892,-2.90751,2.66033
0.909615,0.000606008,-0.0801418,-2.90712,2.66073
0.910941,0.000610033,-0.0803917,-2.90672,2.66112
0.912267,0.000614077,-0.0806418,-2.90632,2.66151
0.913591,0.000618142,-0.0808921,-2.90592,2.66191
0.914916,0.000622226,-0.0811425,-2.90553,2.6623
0.916239,0.00062633,-0.081393,-2.90513,2.66269
0.917563,0.000630454,-0.0816437,-2.90473,2.66309
0.918885,0.000634598,-0.0818945,-2.90433,2.66348
0.920207,0.000638763,-0.0821455,-2.90394,2.66387
0.921529,0.000642947,-0.0823966,-2.90354,2.66427
0.92285,0.000647152,-0.0826479,-2.90314,2.66466
0.924171,0.000651378,-0.0828993,-2.90275,2.66505
0.92549,0.000655623,-0.0831508,-2.90235,2.66544
0.92681,0.000659889,-0.0834025,-2.90196,2.66584
0.928129,0.000664176,-0.0836543,-2.90156,2.66623
0.929447,0.000668483,-0.0839063,-2.90117,2.66662
0.930765,0.000672811,-0.0841584,-2.90077,2.66701
0.932082,0.00067716,-0.0844107,-2.90038,2.6674
0.933399,0.000681529,-0.0846631,-2.89998,2.6678
0.934715,0.00068592,-0.0849156,-2.89959,2.66819
0.936031,0.000690331,-0.0851683,-2.89919,2.66858
0.937346,0.000694763,-0.0854211,-2.8988,2.66897
0.93866,0.000699216,-0.085674,-2.8984,2.66936
0.939974,0.000703691,-0.0859271,-2.89801,2.66975
0.941288,0.000708186,-0.0861803,-2.89761,2.67014
0.942601,0.000712703,-0.0864337,-2.89722,2.67053
0.943913,0.000717241,-0.0866871,-2.89683,2.67092
0.945225,0.000721801,-0.0869408,-2.89643,2.67131
0.946536,0.000726382,-0.0871945,-2.89604,2.6717
0.947847,0.000730984,-0.0874484,-2.89565,2.67209
0.949157,0.000735608,-0.0877024,-2.89525,2.67248
0.950467,0.000740254,-0.0879565,-2.89486,2.67287
0.951776,0.000744921,-0.0882108,-2.89447,2.67326
0.953085,0.00074961,-0.0884652,-2.89407,2.67365
0.954393,0.000754321,-0.0887197,-2.89368,2.67404
0.955701,0.000759054,-0.0889744,-2.89329,2.67443
0.957008,0.000763808,-0.0892292,-2.8929,2.67482
0.958314,0.000768585,-0.0894841,-2.89251,2.67521
0.95962,0.000773384,-0.0897391,-2.89211,2.6756
0.960926,0.000778205,-0.0899943,-2.89172,2.67598
0.962231,0.000783048,-0.0902496,-2.89133,2.67637
0.963535,0.000787914,-0.090505,-2.89094,2.67676
0.964839,0.000792801,-0.0907605,-2.89055,2.67715
0.966143,0.000797712,-0.0910162,-2.89016,2.67754
0.967445,0.000802644,-0.091272,-2.88977,2.67793
0.968748,0.0008076,-0.0915279,-2.88938,2.67831
0.970049,0.000812577,-0.0917839,-2.88899,2.6787
0.971351,0.000817578,-0.0920401,-2.88859,2.67909
0.972651,0.000822601,-0.0922963,-2.8882,2.67948
0.973952,0.000827647,-0.0925527,-2.88781,2.67986
0.975251,0.000832716,-0.0928092,-2.88742,2.68025
0.97655,0.000837808,-0.0930659,-2.88703,2.68064
0.977849,0.000842923,-0.0933226,-2.88665,2.68102
0.979147,0.000848061,-0.0935795,-2.88626,2.68141
0.980445,0.000853222,-0.0938365,-2.88587,2.6818
0.981742,0.000858407,-0.0940936,-2.88548,2.68218
0.983038,0.000863614,-0.0943508,-2.88509,2.68257
0.984334,0.000868845,-0.0946082,-2.8847,2.68296
0.98563,0.0008741,-0.0948656,-2.88431,2.68334
0.986925,0.000879378,-0.0951232,-2.88392,2.68373
0.988219,0.000884679,-0.0953809,-2.88353,2.68411
0.989513,0.000890004,-0.0956387,-2.88315,2.6845
0.990807,0.000895353,-0.0958966,-2.88276,2.68488
0.992099,0.000900725,-0.0961546,-2.88237,2.68527
0.993392,0.000906121,-0.0964128,-2.88198,2.68565
0.994684,0.000911542,-0.096671,-2.88159,2.68604
0.995975,0.000916986,-0.0969294,-2.88121,2.68642
0.997266,0.000922454,-0.0971879,-2.88082,2.68681
0.998556,0.000927946,-0.0974465,-2.88043,2.68719
0.999846,0.000933462,-0.0977052,-2.88005,2.68758
1.00114,0.000939003,-0.097964,-2.87966,2.68796
1.00242,0.000944568,-0.0982229,-2.87927,2.68835
1.00371,0.000950157,-0.0984819,-2.87889,2.68873
1.005,0.00095577,-0.0987411,-2.8785,2.68911
1.00629,0.000961409,-0.0990003,-2.87811,2.6895
1.00757,0.000967071,-0.0992597,-2.87773,2.68988
1.00886,0.000972758,-0.0995191,-2.87734,2.69026
1.01015,0.00097847,-0.0997787,-2.87696,2.69065
1.01143,0.000984207,-0.100038,-2.87657,2.69103
1.01271,0.000989969,-0.100298,-2.87619,2.69141
1.014,0.000995755,-0.100558,-2.8758,2.6918
1.01528,0.00100157,-0.100818,-2.87542,2.69218
1.01657,0.0010074,-0.101078,-2.87503,2.69256
1.01785,0.00101326,-0.101338,-2.87465,2.69295
1.01913,0.00101915,-0.101599,-2.87426,2.69333
1.02041,0.00102506,-0.101859,-2.87388,2.69371
1.02169,0.001031,-0.10212,-2.87349,2.69409
1.02297,0.00103696,-0.10238,-2.87311,2.69447
1.02425,0.00104295,-0.102641,-2.87272,2.69486
1.02553,0.00104897,-0.102902,-2.87234,2.69524
1.02681,0.00105501,-0.103163,-2.87196,2.69562
1.02809,0.00106107,-0.103424,-2.87157,2.696
1.02937,0.00106716,-0.103685,-2.87119,2.69638
1.03065,0.00107328,-0.103946,-2.87081,2.69676
1.03192,0.00107942,-0.104207,-2.87042,2.69714
1.0332,0.00108559,-0.104469,-2.87004,2.69753
1.03447,0.00109178,-0.10473,-2.86966,2.69791
1.03575,0.001098,-0.104992,-2.86928,2.69829
1.03702,0.00110425,-0.105254,-2.86889,2.69867
1.0383,0.00111052,-0.105516,-2.86851,2.69905
1.03957,0.00111682,-0.105778,-2.86813,2.69943
1.04085,0.00112315,-0.10604,-2.86775,2.69981
1.04212,0.0011295,-0.106302,-2.86736,2.70019
1.04339,0.00113588,-0.106564,-2.86698,2.70057
1.04466,0.00114228,-0.106826,-2.8666,2.70095
1.04593,0.00114871,-0.107089,-2.86622,2.70133
1.04721,0.00115517,-0.107351,-2.86584,2.70171
1.04848,0.00116166,-0.107614,-2.86546,2.70209
1.04975,0.00116817,-0.107876,-2.86508,2.70247
1.05102,0.00117471,-0.108139,-2.8647,2.70284
1.05228,0.00118127,-0.108402,-2.86431,2.70322
1.05355,0.00118787,-0.108665,-2.86393,2.7036
1.05482,0.00119449,-0.108928,-2.86355,2.70398
1.05609,0.00120113,-0.109191,-2.86317,2.70436
1.05735,0.00120781,-0.109455,-2.86279,2.70474
1.05862,0.00121451,-0.109718,-2.86241,2.70512
1.05989,0.00122124,-0.109982,-2.86203,2.70549
1.06115,0.001228,-0.110245,-2.86165,2.70587
1.06242,0.00123478,-0.110509,-2.86128,2.70625
1.06368,0.00124159,-0.110772,-2.8609,2.70663
1.06494,0.00124843,-0.111036,-2.86052,2.70701
1.06621,0.0012553,-0.1113,-2.86014,2.70738
1.06747,0.0012622,-0.111564,-2.85976,2.70776
1.06873,0.00126912,-0.111828,-2.85938,2.70814
1.06999,0.00127607,-0.112092,-2.859,2.70851
1.07126,0.00128305,-0.112357,-2.85862,2.70889
1.07252,0.00129006,-0.112621,-2.85824,2.70927
1.07378,0.00129709,-0.112886,-2.85787,2.70964
1.07504,0.00130416,-0.11315,-2.85749,2.71002
1.0763,0.00131125,-0.113415,-2.85711,2.7104
1.07756,0.00131837,-0.113679,-2.85673,2.71077
1.07881,0.00132552,-0.113944,-2.85636,2.71115
1.08007,0.0013327,-0.114209,-2.85598,2.71153
1.08133,0.00133991,-0.114474,-2.8556,2.7119
1.08259,0.00134714,-0.114739,-2.85522,2.71228
1.08384,0.0013544,-0.115004,-2.85485,2.71265
1.0851,0.0013617,-0.11527,-2.85447,2.71303
1.08635,0.00136902,-0.115535,-2.85409,2.7134
1.08761,0.00137637,-0.1158,-2.85372,2.71378
1.08886,0.00138375,-0.116066,-2.85334,2.71415
1.09012,0.00139116,-0.116332,-2.85297,2.71453
1.09137,0.0013986,-0.116597,-2.85259,2.7149
1.09262,0.00140607,-0.116863,-2.85221,2.71528
1.09387,0.00141356,-0.117129,-2.85184,2.71565
1.09513,0.00142109,-0.117395,-2.85146,2.71603
1.09638,0.00142865,-0.117661,-2.85109,2.7164
1.09763,0.00143623,-0.117927,-2.85071,2.71678
1.09888,0.00144385,-0.118193,-2.85034,2.71715
1.10013,0.00145149,-0.118459,-2.84996,2.71752
1.10138,0.00145917,-0.118726,-2.84959,2.7179
1.10263,0.00146687,-0.118992,-2.84921,2.71827
1.10388,0.00147461,-0.119259,-2.84884,2.71865
1.10512,0.00148237,-0.119525,-2.84846,2.71902
1.10637,0.00149017,-0.119792,-2.84809,2.71939
1.10762,0.00149799,-0.120059,-2.84771,2.71977
1.10887,0.00150585,-0.120326,-2.84734,2.72014
1.11011,0.00151373,-0.120593,-2.84697,2.72051
1.11136,0.00152165,-0.12086,-2.84659,2.72088
1.1126,0.00152959,-0.121127,-2.84622,2.72126
1.11385,0.00153757,-0.121394,-2.84585,2.72163
1.11509,0.00154558,-0.121661,-2.84547,2.722
1.11633,0.00155362,-0.121929,-2.8451,2.72237
1.11758,0.00156169,-0.122196,-2.84473,2.72275
1.11882,0.00156979,-0.122463,-2.84435,2.72312
1.12006,0.00157792,-0.122731,-2.84398,2.72349
1.1213,0.00158608,-0.122999,-2.84361,2.72386
1.12254,0.00159427,-0.123267,-2.84324,2.72423
1.12379,0.0016025,-0.123534,-2.84286,2.7246
1.12503,0.00161075,-0.123802,-2.84249,2.72498
1.12627,0.00161904,-0.12407,-2.84212,2.72535
1.1275,0.00162736,-0.124338,-2.84175,2.72572
1.12874,0.00163571,-0.124606,-2.84138,2.72609
1.12998,0.00164409,-0.124875,-2.84101,2.72646
1.13122,0.0016525,-0.125143,-2.84063,2.72683
1.13246,0.00166095,-0.125411,-2.84026,2.7272
1.13369,0.00166942,-0.12568,-2.83989,2.72757
1.13493,0.00167793,-0.125948,-2.83952,2.72794
1.13617,0.00168647,-0.126217,-2.83915,2.72831
1.1374,0.00169504,-0.126486,-2.83878,2.72868
1.13864,0.00170365,-0.126755,-2.83841,2.72905
1.13987,0.00171228,-0.127023,-2.83804,2.72942
1.1411,0.00172095,-0.127292,-2.83767,2.72979
1.14234,0.00172965,-0.127561,-2.8373,2.73016
1.14357,0.00173839,-0.12783,-2.83693,2.73053
1.1448,0.00174715,-0.1281,-2.83656,2.7309
1.14603,0.00175595,-0.128369,-2.83619,2.73127
1.14727,0.00176478,-0.128638,-2.83582,2.73164
1.1485,0.00177364,-0.128908,-2.83545,2.73201
1.14973,0.00178254,-0.129177,-2.83508,2.73238
1.15096,0.00179147,-0.129447,-2.83471,2.73274
1.15219,0.00180043,-0.129716,-2.83434,2.73311
1.15342,0.00180943,-0.129986,-2.83397,2.73348
1.15465,0.00181845,-0.130256,-2.83361,2.73385
1.15587,0.00182752,-0.130526,-2.83324,2.73422
1.1571,0.00183661,-0.130795,-2.83287,2.73459
1.15833,0.00184574,-0.131066,-2.8325,2.73495
1.15956,0.0018549,-0.131336,-2.83213,2.73532
1.16078,0.00186409,-0.131606,-2.83177,2.73569
1.16201,0.00187332,-0.131876,-2.8314,2.73606
1.16323,0.00188258,-0.132146,-2.83103,2.73642
1.16446,0.00189188,-0.132417,-2.83066,2.73679
1.16568,0.0019012,-0.132687,-2.8303,2.73716
1.16691,0.00191057,-0.132958,-2.82993,2.73753
1.16813,0.00191996,-0.133228,-2.82956,2.73789
1.16935,0.00192939,-0.133499,-2.82919,2.73826
1.17058,0.00193886,-0.13377,-2.82883,2.73863
1.1718,0.00194836,-0.13404,-2.82846,2.73899
1.17302,0.00195789,-0.134311,-2.82809,2.73936
1.17424,0.00196746,-0.134582,-2.82773,2.73973
1.17546,0.00197706,-0.134853,-2.82736,2.74009
1.17668,0.0019867,-0.135125,-2.827,2.74046
1.1779,0.00199637,-0.135396,-2.82663,2.74082
1.17912,0.00200607,-0.135667,-2.82626,2.74119
1.18034,0.00201581,-0.135938,-2.8259,2.74156
1.18156,0.00202559,-0.13621,-2.82553,2.74192
1.18277,0.00203539,-0.136481,-2.82517,2.74229
1.18399,0.00204524,-0.136753,-2.8248,2.74265
1.18521,0.00205512,-0.137024,-2.82444,2.74302
1.18642,0.00206503,-0.137296,-2.82407,2.74338
1.18764,0.00207498,-0.137568,-2.82371,2.74375
1.18886,0.00208497,-0.13784,-2.82334,2.74411
1.19007,0.00209499,-0.138112,-2.82298,2.74448
1.19129,0.00210504,-0.138384,-2.82261,2.74484
1.1925,0.00211513,-0.138656,-2.82225,2.74521
1.19371,0.00212526,-0.138928,-2.82189,2.74557
1.19493,0.00213542,-0.1392,-2.82152,2.74593
1.19614,0.00214562,-0.139472,-2.82116,2.7463
1.19735,0.00215585,-0.139745,-2.82079,2.74666
1.19856,0.00216612,-0.140017,-2.82043,2.74703
1.19977,0.00217643,-0.14029,-2.82007,2.74739
1.20099,0.00218677,-0.140562,-2.8197,2.74775
1.2022,0.00219715,-0.140835,-2.81934,2.74812
1.20341,0.00220756,-0.141107,-2.81898,2.74848
1.20461,0.00221801,-0.14138,-2.81862,2.74884
1.20582,0.0022285,-0.141653,-2.81825,2.74921
1.20703,0.00223902,-0.141926,-2.81789,2.74957
1.20824,0.00224958,-0.142199,-2.81753,2.74993
1.20945,0.00226017,-0.142472,-2.81717,2.75029
1.21065,0.0022708,-0.142745,-2.8168,2.75066
1.21186,0.00228147,-0.143018,-2.81644,2.75102
1.21307,0.00229218,-0.143292,-2.81608,2.75138
1.21427,0.00230292,-0.143565,-2.81572,2.75174
1.21548,0.0023137,-0.143838,-2.81536,2.75211
1.21668,0.00232452,-0.144112,-2.815,2.75247
1.21789,0.00233537,-0.144385,-2.81463,2.75283
1.21909,0.00234626,-0.144659,-2.81427,2.75319
1.22029,0.00235719,-0.144933,-2.81391,2.75355
1.2215,0.00236816,-0.145206,-2.81355,2.75391
1.2227,0.00237916,-0.14548,-2.81319,2.75428
1.2239,0.0023902,-0.145754,-2.81283,2.75464
1.2251,0.00240128,-0.146028,-2.81247,2.755
1.2263,0.00241239,-0.146302,-2.81211,2.75536
1.22751,0.00242355,-0.146576,-2.81175,2.75572
1.22871,0.00243474,-0.14685,-2.81139,2.75608
1.22991,0.00244597,-0.147125,-2.81103,2.75644
1.2311,0.00245724,-0.147399,-2.81067,2.7568
1.2323,0.00246854,-0.147673,-2.81031,2.75716
1.2335,0.00247989,-0.147948,-2.80995,2.75752
1.2347,0.00249127,-0.148222,-2.80959,2.75788
1.2359,0.00250269,-0.148497,-2.80923,2.75824
1.23709,0.00251415,-0.148772,-2.80887,2.7586
1.23829,0.00252564,-0.149046,-2.80851,2.75896
1.23949,0.00253718,-0.149321,-2.80815,2.75932
1.24068,0.00254875,-0.149596,-2.8078,2.75968
1.24188,0.00256037,-0.149871,-2.80744,2.76004
1.24307,0.00257202,-0.150146,-2.80708,2.7604
1.24427,0.00258371,-0.150421,-2.80672,2.76076
1.24546,0.00259544,-0.150696,-2.80636,2.76112
1.24665,0.00260721,-0.150971,-2.806,2.76148
1.24785,0.00261902,-0.151247,-2.80565,2.76184
1.24904,0.00263086,-0.151522,-2.80529,2.76219
1.25023,0.00264275,-0.151797,-2.80493,2.76255
1.25142,0.00265468,-0.152073,-2.80457,2.76291
1.25261,0.00266664,-0.152348,-2.80422,2.76327
1.2538,0.00267865,-0.152624,-2.80386,2.76363
1.25499,0.00269069,-0.1529,-2.8035,2.76399
1.25618,0.00270278,-0.153175,-2.80314,2.76434
1.25737,0.0027149,-0.153451,-2.80279,2.7647
1.25856,0.00272706,-0.153727,-2.80243,2.76506
1.25975,0.00273927,-0.154003,-2.80207,2.76542
1.26094,0.00275151,-0.154279,-2.80172,2.76577
1.26213,0.0027638,-0.154555,-2.80136,2.76613
1.26331,0.00277612,-0.154831,-2.80101,2.76649
1.2645,0.00278849,-0.155108,-2.80065,2.76685
1.26569,0.00280089,-0.155384,-2.80029,2.7672
1.26687,0.00281334,-0.15566,-2.79994,2.76756
1.26806,0.00282582,-0.155937,-2.79958,2.76792
1.26924,0.00283835,-0.156213,-2.79923,2.76827
1.27043,0.00285092,-0.15649,-2.79887,2.76863
1.27161,0.00286352,-0.156766,-2.79852,2.76899
1.27279,0.00287617,-0.157043,-2.79816,2.76934
1.27398,0.00288886,-0.15732,-2.79781,2.7697
1.27516,0.00290159,-0.157597,-2.79745,2.77005
1.27634,0.00291437,-0.157873,-2.7971,2.77041
1.27752,0.00292718,-0.15815,-2.79674,2.77077
1.2787,0.00294003,-0.158427,-2.79639,2.77112
1.27988,0.00295293,-0.158705,-2.79603,2.77148
1.28106,0.00296587,-0.158982,-2.79568,2.77183
1.28224,0.00297885,-0.159259,-2.79533,2.77219
1.28342,0.00299187,-0.159536,-2.79497,2.77254
1.2846,0.00300493,-0.159814,-2.79462,2.7729
1.28578,0.00301803,-0.160091,-2.79427,2.77325
1.28696,0.00303118,-0.160369,-2.79391,2.77361
1.28814,0.00304437,-0.160646,-2.79356,2.77396
1.28931,0.00305759,-0.160924,-2.79321,2.77432
1.29049,0.00307087,-0.161202,-2.79285,2.77467
1.29167,0.00308418,-0.161479,-2.7925,2.77503
1.29284,0.00309754,-0.161757,-2.79215,2.77538
1.29402,0.00311094,-0.162035,-2.79179,2.77573
1.29519,0.00312438,-0.162313,-2.79144,2.77609
1.29637,0.00313786,-0.162591,-2.79109,2.77644
1.29754,0.00315139,-0.162869,-2.79074,2.7768
1.29872,0.00316496,-0.163147,-2.79039,2.77715
1.29989,0.00317857,-0.163426,-2.79003,2.7775
1.30106,0.00319222,-0.163704,-2.78968,2.77786
1.30223,0.00320592,-0.163982,-2.78933,2.77821
1.30341,0.00321966,-0.164261,-2.78898,2.77856
1.30458,0.00323344,-0.164539,-2.78863,2.77892
1.30575,0.00324727,-0.164818,-2.78828,2.77927
1.30692,0.00326114,-0.165096,-2.78792,2.77962
1.30809,0.00327505,-0.165375,-2.78757,2.77997
1.30926,0.00328901,-0.165654,-2.78722,2.78033
1.31043,0.00330301,-0.165933,-2.78687,2.78068
1.3116,0.00331706,-0.166212,-2.78652,2.78103
1.31277,0.00333114,-0.166491,-2.78617,2.78138
1.31393,0.00334528,-0.16677,-2.78582,2.78174
1.3151,0.00335945,-0.167049,-2.78547,2.78209
1.31627,0.00337367,-0.167328,-2.78512,2.78244
1.31743,0.00338793,-0.167607,-2.78477,2.78279
1.3186,0.00340224,-0.167887,-2.78442,2.78314
1.31977,0.00341659,-0.168166,-2.78407,2.7835
1.32093,0.00343099,-0.168445,-2.78372,2.78385
1.3221,0.00344543,-0.168725,-2.78337,2.7842
1.32326,0.00345992,-0.169005,-2.78302,2.78455
1.32443,0.00347444,-0.169284,-2.78267,2.7849
1.32559,0.00348902,-0.169564,-2.78232,2.78525
1.32675,0.00350364,-0.169844,-2.78197,2.7856
1.32791,0.0035183,-0.170124,-2.78163,2.78595
1.32908,0.00353301,-0.170403,-2.78128,2.7863
1.33024,0.00354776,-0.170683,-2.78093,2.78665
1.3314,0.00356256,-0.170963,-2.78058,2.787
1.33256,0.00357741,-0.171244,-2.78023,2.78735
