V,K_I,Na_I,L_I,HCN_I
-0.235804,4.05015,-1.21426,-3.25074,0.469028
-0.235858,4.05014,-1.21423,-3.25076,0.468994
-0.235912,4.05014,-1.2142,-3.25077,0.46896
-0.235967,4.05013,-1.21417,-3.25079,0.468926
-0.236021,4.05012,-1.21414,-3.25081,0.468892
-0.236075,4.05012,-1.21412,-3.25082,0.468858
-0.236129,4.05011,-1.21409,-3.25084,0.468824
-0.236183,4.05011,-1.21406,-3.25085,0.46879
-0.236237,4.0501,-1.21403,-3.25087,0.468756
-0.236291,4.05009,-1.214,-3.25089,0.468722
-0.236345,4.05009,-1.21398,-3.2509,0.468688
-0.236399,4.05008,-1.21395,-3.25092,0.468654
-0.236452,4.05008,-1.21392,-3.25094,0.46862
-0.236506,4.05007,-1.21389,-3.25095,0.468586
-0.23656,4.05007,-1.21386,-3.25097,0.468552
-0.236614,4.05006,-1.21384,-3.25098,0.468518
-0.236668,4.05005,-1.21381,-3.251,0.468485
-0.236721,4.05005,-1.21378,-3.25102,0.468451
-0.236775,4.05004,-1.21375,-3.25103,0.468417
-0.236829,4.05004,-1.21372,-3.25105,0.468383
-0.236882,4.05003,-1.2137,-3.25106,0.468349
-0.236936,4.05002,-1.21367,-3.25108,0.468316
-0.23699,4.05002,-1.21364,-3.2511,0.468282
-0.237043,4.05001,-1.21361,-3.25111,0.468248
-0.237097,4.05001,-1.21359,-3.25113,0.468215
-0.23715,4.05,-1.21356,-3.25115,0.468181
-0.237204,4.04999,-1.21353,-3.25116,0.468147
-0.237257,4.04999,-1.2135,-3.25118,0.468114
-0.237311,4.04998,-1.21347,-3.25119,0.46808
-0.237364,4.04998,-1.21345,-3.25121,0.468046
-0.237417,4.04997,-1.21342,-3.25123,0.468013
-0.237471,4.04997,-1.21339,-3.25124,0.467979
-0.237524,4.04996,-1.21336,-3.25126,0.467946
-0.237577,4.04995,-1.21334,-3.25127,0.467912
-0.237631,4.04995,-1.21331,-3.25129,0.467879
-0.237684,4.04994,-1.21328,-3.25131,0.467845
-0.237737,4.04994,-1.21325,-3.25132,0.467812
-0.23779,4.04993,-1.21323,-3.25134,0.467778
-0.237843,4.04992,-1.2132,-3.25135,0.467745
-0.237896,4.04992,-1.21317,-3.25137,0.467711
-0.237949,4.04991,-1.21314,-3.25138,0.467678
-0.238003,4.04991,-1.21312,-3.2514,0.467644
-0.238056,4.0499,-1.21309,-3.25142,0.467611
-0.238109,4.0499,-1.21306,-3.25143,0.467578
-0.238162,4.04989,-1.21303,-3.25145,0.467544
-0.238215,4.04988,-1.21301,-3.25146,0.467511
-0.238267,4.04988,-1.21298,-3.25148,0.467478
-0.23832,4.04987,-1.21295,-3.2515,0.467444
-0.238373,4.04987,-1.21292,-3.25151,0.467411
-0.238426,4.04986,-1.2129,-3.25153,0.467378
-0.238479,4.04985,-1.21287,-3.25154,0.467345
-0.238532,4.04985,-1.21284,-3.25156,0.467311
-0.238584,4.04984,-1.21281,-3.25158,0.467278
-0.238637,4.04984,-1.21279,-3.25159,0.467245
-0.23869,4.04983,-1.21276,-3.25161,0.467212
-0.238743,4.04982,-1.21273,-3.25162,0.467179
-0.238795,4.04982,-1.2127,-3.25164,0.467146
-0.238848,4.04981,-1.21268,-3.25165,0.467113
-0.2389,4.04981,-1.21265,-3.25167,0.467079
-0.238953,4.0498,-1.21262,-3.25169,0.467046
-0.239005,4.0498,-1.2126,-3.2517,0.467013
-0.239058,4.04979,-1.21257,-3.25172,0.46698
-0.23911,4.04978,-1.21254,-3.25173,0.466947
-0.239163,4.04978,-1.21251,-3.25175,0.466914
-0.239215,4.04977,-1.21249,-3.25176,0.466881
-0.239268,4.04977,-1.21246,-3.25178,0.466848
-0.23932,4.04976,-1.21243,-3.2518,0.466815
-0.239372,4.04975,-1.2124,-3.25181,0.466782
-0.239425,4.04975,-1.21238,-3.25183,0.466749
-0.239477,4.04974,-1.21235,-3.25184,0.466716
-0.239529,4.04974,-1.21232,-3.25186,0.466684
-0.239582,4.04973,-1.2123,-3.25187,0.466651
-0.239634,4.04972,-1.21227,-3.25189,0.466618
-0.239686,4.04972,-1.21224,-3.25191,0.466585
-0.239738,4.04971,-1.21222,-3.25192,0.466552
-0.23979,4.04971,-1.21219,-3.25194,0.466519
-0.239842,4.0497,-1.21216,-3.25195,0.466487
-0.239894,4.0497,-1.21213,-3.25197,0.466454
-0.239946,4.04969,-1.21211,-3.25198,0.466421
-0.239999,4.04968,-1.21208,-3.252,0.466388
-0.240051,4.04968,-1.21205,-3.25202,0.466356
-0.240102,4.04967,-1.21203,-3.25203,0.466323
-0.240154,4.04967,-1.212,-3.25205,0.46629
-0.240206,4.04966,-1.21197,-3.25206,0.466257
-0.240258,4.04965,-1.21195,-3.25208,0.466225
-0.24031,4.04965,-1.21192,-3.25209,0.466192
-0.240362,4.04964,-1.21189,-3.25211,0.46616
-0.240414,4.04964,-1.21186,-3.25212,0.466127
-0.240465,4.04963,-1.21184,-3.25214,0.466094
-0.240517,4.04962,-1.21181,-3.25216,0.466062
-0.240569,4.04962,-1.21178,-3.25217,0.466029
-0.240621,4.04961,-1.21176,-3.25219,0.465997
-0.240672,4.04961,-1.21173,-3.2522,0.465964
-0.240724,4.0496,-1.2117,-3.25222,0.465932
-0.240776,4.04959,-1.21168,-3.25223,0.465899
-0.240827,4.04959,-1.21165,-3.25225,0.465867
-0.240879,4.04958,-1.21162,-3.25226,0.465834
-0.24093,4.04958,-1.2116,-3.25228,0.465802
-0.240982,4.04957,-1.21157,-3.25229,0.465769
-0.241033,4.04957,-1.21154,-3.25231,0.465737
-0.241085,4.04956,-1.21152,-3.25233,0.465705
-0.241136,4.04955,-1.21149,-3.25234,0.465672
-0.241187,4.04955,-1.21146,-3.25236,0.46564
-0.241239,4.04954,-1.21144,-3.25237,0.465608
-0.24129,4.04954,-1.21141,-3.25239,0.465575
-0.241341,4.04953,-1.21138,-3.2524,0.465543
-0.241393,4.04952,-1.21136,-3.25242,0.465511
-0.241444,4.04952,-1.21133,-3.25243,0.465478
-0.241495,4.04951,-1.2113,-3.25245,0.465446
-0.241546,4.04951,-1.21128,-3.25246,0.465414
-0.241598,4.0495,-1.21125,-3.25248,0.465382
-0.241649,4.04949,-1.21122,-3.25249,0.46535
-0.2417,4.04949,-1.2112,-3.25251,0.465317
-0.241751,4.04948,-1.21117,-3.25253,0.465285
-0.241802,4.04948,-1.21114,-3.25254,0.465253
-0.241853,4.04947,-1.21112,-3.25256,0.465221
-0.241904,4.04947,-1.21109,-3.25257,0.465189
-0.241955,4.04946,-1.21107,-3.25259,0.465157
-0.242006,4.04945,-1.21104,-3.2526,0.465125
-0.242057,4.04945,-1.21101,-3.25262,0.465093
-0.242108,4.04944,-1.21099,-3.25263,0.465061
-0.242159,4.04944,-1.21096,-3.25265,0.465029
-0.24221,4.04943,-1.21093,-3.25266,0.464997
-0.242261,4.04942,-1.21091,-3.25268,0.464965
-0.242311,4.04942,-1.21088,-3.25269,0.464933
-0.242362,4.04941,-1.21085,-3.25271,0.464901
-0.242413,4.04941,-1.21083,-3.25272,0.464869
-0.242464,4.0494,-1.2108,-3.25274,0.464837
-0.242514,4.04939,-1.21077,-3.25275,0.464805
-0.242565,4.04939,-1.21075,-3.25277,0.464773
-0.242616,4.04938,-1.21072,-3.25278,0.464741
-0.242666,4.04938,-1.2107,-3.2528,0.464709
-0.242717,4.04937,-1.21067,-3.25282,0.464677
-0.242767,4.04936,-1.21064,-3.25283,0.464646
-0.242818,4.04936,-1.21062,-3.25285,0.464614
-0.242868,4.04935,-1.21059,-3.25286,0.464582
-0.242919,4.04935,-1.21056,-3.25288,0.46455
-0.242969,4.04934,-1.21054,-3.25289,0.464518
-0.24302,4.04934,-1.21051,-3.25291,0.464487
-0.24307,4.04933,-1.21049,-3.25292,0.464455
-0.243121,4.04932,-1.21046,-3.25294,0.464423
-0.243171,4.04932,-1.21043,-3.25295,0.464391
-0.243221,4.04931,-1.21041,-3.25297,0.46436
-0.243272,4.04931,-1.21038,-3.25298,0.464328
-0.243322,4.0493,-1.21036,-3.253,0.464297
-0.243372,4.04929,-1.21033,-3.25301,0.464265
-0.243422,4.04929,-1.2103,-3.25303,0.464233
-0.243472,4.04928,-1.21028,-3.25304,0.464202
-0.243523,4.04928,-1.21025,-3.25306,0.46417
-0.243573,4.04927,-1.21023,-3.25307,0.464139
-0.243623,4.04926,-1.2102,-3.25309,0.464107
-0.243673,4.04926,-1.21017,-3.2531,0.464075
-0.243723,4.04925,-1.21015,-3.25312,0.464044
-0.243773,4.04925,-1.21012,-3.25313,0.464012
-0.243823,4.04924,-1.2101,-3.25315,0.463981
-0.243873,4.04923,-1.21007,-3.25316,0.46395
-0.243923,4.04923,-1.21004,-3.25318,0.463918
-0.243973,4.04922,-1.21002,-3.25319,0.463887
-0.244023,4.04922,-1.20999,-3.25321,0.463855
-0.244073,4.04921,-1.20997,-3.25322,0.463824
-0.244123,4.0492,-1.20994,-3.25324,0.463792
-0.244172,4.0492,-1.20991,-3.25325,0.463761
-0.244222,4.04919,-1.20989,-3.25327,0.46373
-0.244272,4.04919,-1.20986,-3.25328,0.463698
-0.244322,4.04918,-1.20984,-3.2533,0.463667
-0.244371,4.04918,-1.20981,-3.25331,0.463636
-0.244421,4.04917,-1.20978,-3.25333,0.463605
-0.244471,4.04916,-1.20976,-3.25334,0.463573
-0.24452,4.04916,-1.20973,-3.25336,0.463542
-0.24457,4.04915,-1.20971,-3.25337,0.463511
-0.24462,4.04915,-1.20968,-3.25339,0.46348
-0.244669,4.04914,-1.20966,-3.2534,0.463448
-0.244719,4.04913,-1.20963,-3.25342,0.463417
-0.244768,4.04913,-1.2096,-3.25343,0.463386
-0.244818,4.04912,-1.20958,-3.25345,0.463355
-0.244867,4.04912,-1.20955,-3.25346,0.463324
-0.244917,4.04911,-1.20953,-3.25347,0.463293
-0.244966,4.0491,-1.2095,-3.25349,0.463262
-0.245015,4.0491,-1.20948,-3.2535,0.46323
-0.245065,4.04909,-1.20945,-3.25352,0.463199
-0.245114,4.04909,-1.20943,-3.25353,0.463168
-0.245163,4.04908,-1.2094,-3.25355,0.463137
-0.245213,4.04907,-1.20937,-3.25356,0.463106
-0.245262,4.04907,-1.20935,-3.25358,0.463075
-0.245311,4.04906,-1.20932,-3.25359,0.463044
-0.24536,4.04906,-1.2093,-3.25361,0.463013
-0.245409,4.04905,-1.20927,-3.25362,0.462982
-0.245458,4.04905,-1.20925,-3.25364,0.462951
-0.245508,4.04904,-1.20922,-3.25365,0.462921
-0.245557,4.04903,-1.2092,-3.25367,0.46289
-0.245606,4.04903,-1.20917,-3.25368,0.462859
-0.245655,4.04902,-1.20914,-3.2537,0.462828
-0.245704,4.04902,-1.20912,-3.25371,0.462797
-0.245753,4.04901,-1.20909,-3.25373,0.462766
-0.245802,4.049,-1.20907,-3.25374,0.462735
-0.245851,4.049,-1.20904,-3.25376,0.462705
-0.2459,4.04899,-1.20902,-3.25377,0.462674
-0.245948,4.04899,-1.20899,-3.25378,0.462643
-0.245997,4.04898,-1.20897,-3.2538,0.462612
-0.246046,4.04897,-1.20894,-3.25381,0.462582
-0.246095,4.04897,-1.20892,-3.25383,0.462551
-0.246144,4.04896,-1.20889,-3.25384,0.46252
-0.246192,4.04896,-1.20886,-3.25386,0.462489
-0.246241,4.04895,-1.20884,-3.25387,0.462459
-0.24629,4.04894,-1.20881,-3.25389,0.462428
-0.246339,4.04894,-1.20879,-3.2539,0.462397
-0.246387,4.04893,-1.20876,-3.25392,0.462367
-0.246436,4.04893,-1.20874,-3.25393,0.462336
-0.246484,4.04892,-1.20871,-3.25395,0.462306
-0.246533,4.04891,-1.20869,-3.25396,0.462275
-0.246581,4.04891,-1.20866,-3.25397,0.462244
-0.24663,4.0489,-1.20864,-3.25399,0.462214
-0.246678,4.0489,-1.20861,-3.254,0.462183
-0.246727,4.04889,-1.20859,-3.25402,0.462153
-0.246775,4.04889,-1.20856,-3.25403,0.462122
-0.246824,4.04888,-1.20854,-3.25405,0.462092
-0.246872,4.04887,-1.20851,-3.25406,0.462061
-0.246921,4.04887,-1.20849,-3.25408,0.462031
-0.246969,4.04886,-1.20846,-3.25409,0.462001
-0.247017,4.04886,-1.20844,-3.25411,0.46197
-0.247065,4.04885,-1.20841,-3.25412,0.46194
-0.247114,4.04884,-1.20839,-3.25413,0.461909
-0.247162,4.04884,-1.20836,-3.25415,0.461879
-0.24721,4.04883,-1.20834,-3.25416,0.461849
-0.247258,4.04883,-1.20831,-3.25418,0.461818
-0.247307,4.04882,-1.20829,-3.25419,0.461788
-0.247355,4.04881,-1.20826,-3.25421,0.461758
-0.247403,4.04881,-1.20824,-3.25422,0.461727
-0.247451,4.0488,-1.20821,-3.25424,0.461697
-0.247499,4.0488,-1.20819,-3.25425,0.461667
-0.247547,4.04879,-1.20816,-3.25426,0.461637
-0.247595,4.04878,-1.20814,-3.25428,0.461606
-0.247643,4.04878,-1.20811,-3.25429,0.461576
-0.247691,4.04877,-1.20809,-3.25431,0.461546
-0.247739,4.04877,-1.20806,-3.25432,0.461516
-0.247787,4.04876,-1.20804,-3.25434,0.461486
-0.247835,4.04875,-1.20801,-3.25435,0.461456
-0.247882,4.04875,-1.20799,-3.25436,0.461425
-0.24793,4.04874,-1.20796,-3.25438,0.461395
-0.247978,4.04874,-1.20794,-3.25439,0.461365
-0.248026,4.04873,-1.20791,-3.25441,0.461335
-0.248074,4.04872,-1.20789,-3.25442,0.461305
-0.248121,4.04872,-1.20786,-3.25444,0.461275
-0.248169,4.04871,-1.20784,-3.25445,0.461245
-0.248217,4.04871,-1.20781,-3.25446,0.461215
-0.248264,4.0487,-1.20779,-3.25448,0.461185
-0.248312,4.0487,-1.20776,-3.25449,0.461155
-0.248359,4.04869,-1.20774,-3.25451,0.461125
-0.248407,4.04868,-1.20771,-3.25452,0.461095
-0.248455,4.04868,-1.20769,-3.25454,0.461065
-0.248502,4.04867,-1.20766,-3.25455,0.461035
-0.24855,4.04867,-1.20764,-3.25456,0.461005
-0.248597,4.04866,-1.20762,-3.25458,0.460976
-0.248644,4.04865,-1.20759,-3.25459,0.460946
-0.248692,4.04865,-1.20757,-3.25461,0.460916
-0.248739,4.04864,-1.20754,-3.25462,0.460886
-0.248787,4.04864,-1.20752,-3.25464,0.460856
-0.248834,4.04863,-1.20749,-3.25465,0.460826
-0.248881,4.04862,-1.20747,-3.25466,0.460797
-0.248929,4.04862,-1.20744,-3.25468,0.460767
-0.248976,4.04861,-1.20742,-3.25469,0.460737
-0.249023,4.04861,-1.20739,-3.25471,0.460707
-0.24907,4.0486,-1.20737,-3.25472,0.460678
-0.249118,4.04859,-1.20734,-3.25474,0.460648
-0.249165,4.04859,-1.20732,-3.25475,0.460618
-0.249212,4.04858,-1.2073,-3.25476,0.460588
-0.249259,4.04858,-1.20727,-3.25478,0.460559
-0.249306,4.04857,-1.20725,-3.25479,0.460529
-0.249353,4.04856,-1.20722,-3.25481,0.460499
-0.2494,4.04856,-1.2072,-3.25482,0.46047
-0.249447,4.04855,-1.20717,-3.25483,0.46044
-0.249494,4.04855,-1.20715,-3.25485,0.460411
-0.249541,4.04854,-1.20712,-3.25486,0.460381
-0.249588,4.04853,-1.2071,-3.25488,0.460352
-0.249635,4.04853,-1.20708,-3.25489,0.460322
-0.249682,4.04852,-1.20705,-3.2549,0.460292
-0.249729,4.04852,-1.20703,-3.25492,0.460263
-0.249775,4.04851,-1.207,-3.25493,0.460234
-0.249822,4.04851,-1.20698,-3.25495,0.460204
-0.249869,4.0485,-1.20695,-3.25496,0.460175
-0.249916,4.04849,-1.20693,-3.25497,0.460145
-0.249963,4.04849,-1.20691,-3.25499,0.460116
-0.250009,4.04848,-1.20688,-3.255,0.460086
-0.250056,4.04848,-1.20686,-3.25502,0.460057
-0.250103,4.04847,-1.20683,-3.25503,0.460028
-0.250149,4.04846,-1.20681,-3.25504,0.459998
-0.250196,4.04846,-1.20678,-3.25506,0.459969
-0.250242,4.04845,-1.20676,-3.25507,0.459939
-0.250289,4.04845,-1.20674,-3.25509,0.45991
-0.250336,4.04844,-1.20671,-3.2551,0.459881
-0.250382,4.04843,-1.20669,-3.25511,0.459852
-0.250429,4.04843,-1.20666,-3.25513,0.459822
-0.250475,4.04842,-1.20664,-3.25514,0.459793
-0.250521,4.04842,-1.20661,-3.25516,0.459764
-0.250568,4.04841,-1.20659,-3.25517,0.459735
-0.250614,4.0484,-1.20657,-3.25518,0.459705
-0.250661,4.0484,-1.20654,-3.2552,0.459676
-0.250707,4.04839,-1.20652,-3.25521,0.459647
-0.250753,4.04839,-1.20649,-3.25523,0.459618
-0.2508,4.04838,-1.20647,-3.25524,0.459589
-0.250846,4.04837,-1.20645,-3.25525,0.45956
-0.250892,4.04837,-1.20642,-3.25527,0.45953
-0.250938,4.04836,-1.2064,-3.25528,0.459501
-0.250984,4.04836,-1.20637,-3.2553,0.459472
-0.251031,4.04835,-1.20635,-3.25531,0.459443
-0.251077,4.04835,-1.20633,-3.25532,0.459414
-0.251123,4.04834,-1.2063,-3.25534,0.459385
-0.251169,4.04833,-1.20628,-3.25535,0.459356
-0.251215,4.04833,-1.20625,-3.25536,0.459327
-0.251261,4.04832,-1.20623,-3.25538,0.459298
-0.251307,4.04832,-1.20621,-3.25539,0.459269
-0.251353,4.04831,-1.20618,-3.25541,0.45924
-0.251399,4.0483,-1.20616,-3.25542,0.459211
-0.251445,4.0483,-1.20613,-3.25543,0.459182
-0.251491,4.04829,-1.20611,-3.25545,0.459153
-0.251537,4.04829,-1.20609,-3.25546,0.459124
-0.251583,4.04828,-1.20606,-3.25547,0.459096
-0.251628,4.04827,-1.20604,-3.25549,0.459067
-0.251674,4.04827,-1.20601,-3.2555,0.459038
-0.25172,4.04826,-1.20599,-3.25552,0.459009
-0.251766,4.04826,-1.20597,-3.25553,0.45898
-0.251811,4.04825,-1.20594,-3.25554,0.458951
-0.251857,4.04824,-1.20592,-3.25556,0.458923
-0.251903,4.04824,-1.2059,-3.25557,0.458894
-0.251949,4.04823,-1.20587,-3.25558,0.458865
-0.251994,4.04823,-1.20585,-3.2556,0.458836
-0.25204,4.04822,-1.20582,-3.25561,0.458808
-0.252085,4.04821,-1.2058,-3.25563,0.458779
-0.252131,4.04821,-1.20578,-3.25564,0.45875
-0.252177,4.0482,-1.20575,-3.25565,0.458722
-0.252222,4.0482,-1.20573,-3.25567,0.458693
-0.252268,4.04819,-1.20571,-3.25568,0.458664
-0.252313,4.04818,-1.20568,-3.25569,0.458636
-0.252358,4.04818,-1.20566,-3.25571,0.458607
-0.252404,4.04817,-1.20564,-3.25572,0.458578
-0.252449,4.04817,-1.20561,-3.25573,0.45855
-0.252495,4.04816,-1.20559,-3.25575,0.458521
-0.25254,4.04816,-1.20556,-3.25576,0.458493
-0.252585,4.04815,-1.20554,-3.25578,0.458464
-0.252631,4.04814,-1.20552,-3.25579,0.458436
-0.252676,4.04814,-1.20549,-3.2558,0.458407
-0.252721,4.04813,-1.20547,-3.25582,0.458379
-0.252766,4.04813,-1.20545,-3.25583,0.45835
-0.252812,4.04812,-1.20542,-3.25584,0.458322
-0.252857,4.04811,-1.2054,-3.25586,0.458293
-0.252902,4.04811,-1.20538,-3.25587,0.458265
-0.252947,4.0481,-1.20535,-3.25588,0.458236
-0.252992,4.0481,-1.20533,-3.2559,0.458208
-0.253037,4.04809,-1.20531,-3.25591,0.45818
-0.253082,4.04808,-1.20528,-3.25592,0.458151
-0.253127,4.04808,-1.20526,-3.25594,0.458123
-0.253172,4.04807,-1.20524,-3.25595,0.458094
-0.253217,4.04807,-1.20521,-3.25597,0.458066
-0.253262,4.04806,-1.20519,-3.25598,0.458038
-0.253307,4.04805,-1.20516,-3.25599,0.458009
-0.253352,4.04805,-1.20514,-3.25601,0.457981
-0.253397,4.04804,-1.20512,-3.25602,0.457953
-0.253442,4.04804,-1.20509,-3.25603,0.457925
-0.253487,4.04803,-1.20507,-3.25605,0.457896
-0.253531,4.04802,-1.20505,-3.25606,0.457868
-0.253576,4.04802,-1.20502,-3.25607,0.45784
-0.253621,4.04801,-1.205,-3.25609,0.457812
-0.253666,4.04801,-1.20498,-3.2561,0.457784
-0.25371,4.048,-1.20495,-3.25611,0.457755
-0.253755,4.04799,-1.20493,-3.25613,0.457727
-0.2538,4.04799,-1.20491,-3.25614,0.457699
-0.253844,4.04798,-1.20489,-3.25615,0.457671
-0.253889,4.04798,-1.20486,-3.25617,0.457643
-0.253934,4.04797,-1.20484,-3.25618,0.457615
-0.253978,4.04797,-1.20482,-3.25619,0.457587
-0.254023,4.04796,-1.20479,-3.25621,0.457559
-0.254067,4.04795,-1.20477,-3.25622,0.457531
-0.254112,4.04795,-1.20475,-3.25623,0.457503
-0.254156,4.04794,-1.20472,-3.25625,0.457475
-0.254201,4.04794,-1.2047,-3.25626,0.457447
-0.254245,4.04793,-1.20468,-3.25627,0.457419
-0.254289,4.04792,-1.20465,-3.25629,0.457391
-0.254334,4.04792,-1.20463,-3.2563,0.457363
-0.254378,4.04791,-1.20461,-3.25631,0.457335
-0.254423,4.04791,-1.20458,-3.25633,0.457307
-0.254467,4.0479,-1.20456,-3.25634,0.457279
-0.254511,4.04789,-1.20454,-3.25635,0.457251
-0.254555,4.04789,-1.20451,-3.25637,0.457223
-0.2546,4.04788,-1.20449,-3.25638,0.457195
-0.254644,4.04788,-1.20447,-3.25639,0.457168
-0.254688,4.04787,-1.20445,-3.25641,0.45714
-0.254732,4.04786,-1.20442,-3.25642,0.457112
-0.254776,4.04786,-1.2044,-3.25643,0.457084
-0.25482,4.04785,-1.20438,-3.25645,0.457056
-0.254864,4.04785,-1.20435,-3.25646,0.457029
-0.254909,4.04784,-1.20433,-3.25647,0.457001
-0.254953,4.04783,-1.20431,-3.25649,0.456973
-0.254997,4.04783,-1.20428,-3.2565,0.456945
-0.255041,4.04782,-1.20426,-3.25651,0.456918
-0.255085,4.04782,-1.20424,-3.25653,0.45689
-0.255128,4.04781,-1.20422,-3.25654,0.456862
-0.255172,4.04781,-1.20419,-3.25655,0.456835
-0.255216,4.0478,-1.20417,-3.25656,0.456807
-0.25526,4.04779,-1.20415,-3.25658,0.456779
-0.255304,4.04779,-1.20412,-3.25659,0.456752
-0.255348,4.04778,-1.2041,-3.2566,0.456724
-0.255392,4.04778,-1.20408,-3.25662,0.456697
-0.255435,4.04777,-1.20406,-3.25663,0.456669
-0.255479,4.04776,-1.20403,-3.25664,0.456641
-0.255523,4.04776,-1.20401,-3.25666,0.456614
-0.255567,4.04775,-1.20399,-3.25667,0.456586
-0.25561,4.04775,-1.20397,-3.25668,0.456559
-0.255654,4.04774,-1.20394,-3.2567,0.456531
-0.255698,4.04773,-1.20392,-3.25671,0.456504
-0.255741,4.04773,-1.2039,-3.25672,0.456476
-0.255785,4.04772,-1.20387,-3.25674,0.456449
-0.255828,4.04772,-1.20385,-3.25675,0.456421
-0.255872,4.04771,-1.20383,-3.25676,0.456394
-0.255915,4.0477,-1.20381,-3.25677,0.456367
-0.255959,4.0477,-1.20378,-3.25679,0.456339
-0.256002,4.04769,-1.20376,-3.2568,0.456312
-0.256046,4.04769,-1.20374,-3.25681,0.456284
-0.256089,4.04768,-1.20372,-3.25683,0.456257
-0.256133,4.04767,-1.20369,-3.25684,0.45623
-0.256176,4.04767,-1.20367,-3.25685,0.456202
-0.256219,4.04766,-1.20365,-3.25687,0.456175
-0.256263,4.04766,-1.20363,-3.25688,0.456148
-0.256306,4.04765,-1.2036,-3.25689,0.456121
-0.256349,4.04765,-1.20358,-3.2569,0.456093
-0.256392,4.04764,-1.20356,-3.25692,0.456066
-0.256436,4.04763,-1.20354,-3.25693,0.456039
-0.256479,4.04763,-1.20351,-3.25694,0.456012
-0.256522,4.04762,-1.20349,-3.25696,0.455984
-0.256565,4.04762,-1.20347,-3.25697,0.455957
-0.256608,4.04761,-1.20345,-3.25698,0.45593
-0.256651,4.0476,-1.20342,-3.257,0.455903
-0.256695,4.0476,-1.2034,-3.25701,0.455876
-0.256738,4.04759,-1.20338,-3.25702,0.455849
-0.256781,4.04759,-1.20336,-3.25703,0.455822
-0.256824,4.04758,-1.20333,-3.25705,0.455794
-0.256867,4.04757,-1.20331,-3.25706,0.455767
-0.25691,4.04757,-1.20329,-3.25707,0.45574
-0.256953,4.04756,-1.20327,-3.25709,0.455713
-0.256996,4.04756,-1.20324,-3.2571,0.455686
-0.257038,4.04755,-1.20322,-3.25711,0.455659
-0.257081,4.04754,-1.2032,-3.25712,0.455632
-0.257124,4.04754,-1.20318,-3.25714,0.455605
-0.257167,4.04753,-1.20315,-3.25715,0.455578
-0.25721,4.04753,-1.20313,-3.25716,0.455551
-0.257253,4.04752,-1.20311,-3.25718,0.455524
-0.257295,4.04751,-1.20309,-3.25719,0.455497
-0.257338,4.04751,-1.20306,-3.2572,0.45547
-0.257381,4.0475,-1.20304,-3.25721,0.455443
-0.257423,4.0475,-1.20302,-3.25723,0.455417
-0.257466,4.04749,-1.203,-3.25724,0.45539
-0.257509,4.04749,-1.20298,-3.25725,0.455363
-0.257551,4.04748,-1.20295,-3.25727,0.455336
-0.257594,4.04747,-1.20293,-3.25728,0.455309
-0.257637,4.04747,-1.20291,-3.25729,0.455282
-0.257679,4.04746,-1.20289,-3.2573,0.455256
-0.257722,4.04746,-1.20286,-3.25732,0.455229
-0.257764,4.04745,-1.20284,-3.25733,0.455202
-0.257807,4.04744,-1.20282,-3.25734,0.455175
-0.257849,4.04744,-1.2028,-3.25735,0.455148
-0.257892,4.04743,-1.20278,-3.25737,0.455122
-0.257934,4.04743,-1.20275,-3.25738,0.455095
-0.257976,4.04742,-1.20273,-3.25739,0.455068
-0.258019,4.04741,-1.20271,-3.25741,0.455042
-0.258061,4.04741,-1.20269,-3.25742,0.455015
-0.258103,4.0474,-1.20267,-3.25743,0.454988
-0.258146,4.0474,-1.20264,-3.25744,0.454962
-0.258188,4.04739,-1.20262,-3.25746,0.454935
-0.25823,4.04738,-1.2026,-3.25747,0.454908
-0.258272,4.04738,-1.20258,-3.25748,0.454882
-0.258315,4.04737,-1.20256,-3.25749,0.454855
-0.258357,4.04737,-1.20253,-3.25751,0.454829
-0.258399,4.04736,-1.20251,-3.25752,0.454802
-0.258441,4.04736,-1.20249,-3.25753,0.454775
-0.258483,4.04735,-1.20247,-3.25754,0.454749
-0.258525,4.04734,-1.20245,-3.25756,0.454722
-0.258567,4.04734,-1.20242,-3.25757,0.454696
-0.258609,4.04733,-1.2024,-3.25758,0.454669
-0.258651,4.04733,-1.20238,-3.2576,0.454643
-0.258693,4.04732,-1.20236,-3.25761,0.454616
-0.258735,4.04731,-1.20234,-3.25762,0.45459
-0.258777,4.04731,-1.20231,-3.25763,0.454564
-0.258819,4.0473,-1.20229,-3.25765,0.454537
-0.258861,4.0473,-1.20227,-3.25766,0.454511
-0.258903,4.04729,-1.20225,-3.25767,0.454484
-0.258945,4.04728,-1.20223,-3.25768,0.454458
-0.258987,4.04728,-1.2022,-3.2577,0.454432
-0.259028,4.04727,-1.20218,-3.25771,0.454405
-0.25907,4.04727,-1.20216,-3.25772,0.454379
-0.259112,4.04726,-1.20214,-3.25773,0.454353
-0.259154,4.04725,-1.20212,-3.25775,0.454326
-0.259195,4.04725,-1.2021,-3.25776,0.4543
-0.259237,4.04724,-1.20207,-3.25777,0.454274
-0.259279,4.04724,-1.20205,-3.25778,0.454248
-0.259321,4.04723,-1.20203,-3.2578,0.454221
-0.259362,4.04723,-1.20201,-3.25781,0.454195
-0.259404,4.04722,-1.20199,-3.25782,0.454169
-0.259445,4.04721,-1.20197,-3.25783,0.454143
-0.259487,4.04721,-1.20194,-3.25785,0.454116
-0.259528,4.0472,-1.20192,-3.25786,0.45409
