V,K_I,Na_I,L_I,HCN_I
-3.93207,5.00732,-0.236858,-4.35962,-1.39913
-3.93108,5.00693,-0.236959,-4.35932,-1.39874
-3.93009,5.00653,-0.23706,-4.35903,-1.39835
-3.9291,5.00614,-0.237161,-4.35873,-1.39797
-3.92811,5.00574,-0.237262,-4.35843,-1.39758
-3.92713,5.00535,-0.237363,-4.35814,-1.39719
-3.92614,5.00496,-0.237464,-4.35784,-1.39681
-3.92515,5.00456,-0.237565,-4.35755,-1.39642
-3.92416,5.00417,-0.237666,-4.35725,-1.39604
-3.92318,5.00377,-0.237767,-4.35695,-1.39565
-3.92219,5.00338,-0.237868,-4.35666,-1.39526
-3.9212,5.00299,-0.237969,-4.35636,-1.39488
-3.92022,5.00259,-0.238071,-4.35607,-1.39449
-3.91923,5.0022,-0.238172,-4.35577,-1.3941
-3.91825,5.00181,-0.238273,-4.35547,-1.39372
-3.91726,5.00141,-0.238374,-4.35518,-1.39333
-3.91628,5.00102,-0.238476,-4.35488,-1.39294
-3.91529,5.00063,-0.238577,-4.35459,-1.39256
-3.91431,5.00023,-0.238678,-4.35429,-1.39217
-3.91332,4.99984,-0.23878,-4.354,-1.39179
-3.91234,4.99945,-0.238881,-4.3537,-1.3914
-3.91135,4.99906,-0.238982,-4.35341,-1.39101
-3.91037,4.99866,-0.239084,-4.35311,-1.39063
-3.90938,4.99827,-0.239185,-4.35281,-1.39024
-3.9084,4.99788,-0.239287,-4.35252,-1.38985
-3.90741,4.99749,-0.239388,-4.35222,-1.38947
-3.90643,4.9971,-0.23949,-4.35193,-1.38908
-3.90545,4.9967,-0.239591,-4.35163,-1.3887
-3.90446,4.99631,-0.239693,-4.35134,-1.38831
-3.90348,4.99592,-0.239794,-4.35104,-1.38792
-3.9025,4.99553,-0.239896,-4.35075,-1.38754
-3.90152,4.99514,-0.239998,-4.35045,-1.38715
-3.90053,4.99475,-0.240099,-4.35016,-1.38677
-3.89955,4.99435,-0.240201,-4.34987,-1.38638
-3.89857,4.99396,-0.240303,-4.34957,-1.38599
-3.89759,4.99357,-0.240404,-4.34928,-1.38561
-3.89661,4.99318,-0.240506,-4.34898,-1.38522
-3.89562,4.99279,-0.240608,-4.34869,-1.38483
-3.89464,4.9924,-0.240709,-4.34839,-1.38445
-3.89366,4.99201,-0.240811,-4.3481,-1.38406
-3.89268,4.99162,-0.240913,-4.3478,-1.38368
-3.8917,4.99123,-0.241015,-4.34751,-1.38329
-3.89072,4.99084,-0.241117,-4.34722,-1.3829
-3.88974,4.99045,-0.241219,-4.34692,-1.38252
-3.88876,4.99006,-0.241321,-4.34663,-1.38213
-3.88778,4.98967,-0.241423,-4.34633,-1.38175
-3.8868,4.98928,-0.241524,-4.34604,-1.38136
-3.88582,4.98889,-0.241626,-4.34575,-1.38097
-3.88484,4.9885,-0.241728,-4.34545,-1.38059
-3.88386,4.98811,-0.24183,-4.34516,-1.3802
-3.88288,4.98772,-0.241932,-4.34486,-1.37982
-3.8819,4.98733,-0.242035,-4.34457,-1.37943
-3.88092,4.98694,-0.242137,-4.34428,-1.37905
-3.87995,4.98655,-0.242239,-4.34398,-1.37866
-3.87897,4.98616,-0.242341,-4.34369,-1.37827
-3.87799,4.98577,-0.242443,-4.3434,-1.37789
-3.87701,4.98538,-0.242545,-4.3431,-1.3775
-3.87603,4.98499,-0.242647,-4.34281,-1.37712
-3.87506,4.9846,-0.24275,-4.34252,-1.37673
-3.87408,4.98421,-0.242852,-4.34222,-1.37634
-3.8731,4.98382,-0.242954,-4.34193,-1.37596
-3.87212,4.98344,-0.243056,-4.34164,-1.37557
-3.87115,4.98305,-0.243159,-4.34134,-1.37519
-3.87017,4.98266,-0.243261,-4.34105,-1.3748
-3.86919,4.98227,-0.243363,-4.34076,-1.37442
-3.86822,4.98188,-0.243466,-4.34047,-1.37403
-3.86724,4.98149,-0.243568,-4.34017,-1.37364
-3.86627,4.98111,-0.243671,-4.33988,-1.37326
-3.86529,4.98072,-0.243773,-4.33959,-1.37287
-3.86431,4.98033,-0.243875,-4.33929,-1.37249
-3.86334,4.97994,-0.243978,-4.339,-1.3721
-3.86236,4.97956,-0.24408,-4.33871,-1.37172
-3.86139,4.97917,-0.244183,-4.33842,-1.37133
-3.86041,4.97878,-0.244285,-4.33812,-1.37095
-3.85944,4.97839,-0.244388,-4.33783,-1.37056
-3.85847,4.97801,-0.244491,-4.33754,-1.37017
-3.85749,4.97762,-0.244593,-4.33725,-1.36979
-3.85652,4.97723,-0.244696,-4.33696,-1.3694
-3.85554,4.97684,-0.244798,-4.33666,-1.36902
-3.85457,4.97646,-0.244901,-4.33637,-1.36863
-3.8536,4.97607,-0.245004,-4.33608,-1.36825
-3.85262,4.97568,-0.245107,-4.33579,-1.36786
-3.85165,4.9753,-0.245209,-4.33549,-1.36748
-3.85068,4.97491,-0.245312,-4.3352,-1.36709
-3.8497,4.97453,-0.245415,-4.33491,-1.36671
-3.84873,4.97414,-0.245518,-4.33462,-1.36632
-3.84776,4.97375,-0.245621,-4.33433,-1.36593
-3.84679,4.97337,-0.245723,-4.33404,-1.36555
-3.84582,4.97298,-0.245826,-4.33374,-1.36516
-3.84484,4.9726,-0.245929,-4.33345,-1.36478
-3.84387,4.97221,-0.246032,-4.33316,-1.36439
-3.8429,4.97182,-0.246135,-4.33287,-1.36401
-3.84193,4.97144,-0.246238,-4.33258,-1.36362
-3.84096,4.97105,-0.246341,-4.33229,-1.36324
-3.83999,4.97067,-0.246444,-4.332,-1.36285
-3.83902,4.97028,-0.246547,-4.33171,-1.36247
-3.83805,4.9699,-0.24665,-4.33141,-1.36208
-3.83708,4.96951,-0.246753,-4.33112,-1.3617
-3.83611,4.96913,-0.246856,-4.33083,-1.36131
-3.83514,4.96874,-0.246959,-4.33054,-1.36093
-3.83417,4.96836,-0.247062,-4.33025,-1.36054
-3.8332,4.96797,-0.247166,-4.32996,-1.36016
-3.83223,4.96759,-0.247269,-4.32967,-1.35977
-3.83126,4.9672,-0.247372,-4.32938,-1.35939
-3.83029,4.96682,-0.247475,-4.32909,-1.359
-3.82932,4.96644,-0.247578,-4.3288,-1.35862
-3.82835,4.96605,-0.247682,-4.32851,-1.35823
-3.82738,4.96567,-0.247785,-4.32822,-1.35785
-3.82642,4.96528,-0.247888,-4.32792,-1.35746
-3.82545,4.9649,-0.247992,-4.32763,-1.35708
-3.82448,4.96452,-0.248095,-4.32734,-1.35669
-3.82351,4.96413,-0.248198,-4.32705,-1.35631
-3.82255,4.96375,-0.248302,-4.32676,-1.35592
-3.82158,4.96336,-0.248405,-4.32647,-1.35554
-3.82061,4.96298,-0.248509,-4.32618,-1.35515
-3.81964,4.9626,-0.248612,-4.32589,-1.35477
-3.81868,4.96221,-0.248716,-4.3256,-1.35438
-3.81771,4.96183,-0.248819,-4.32531,-1.354
-3.81674,4.96145,-0.248923,-4.32502,-1.35361
-3.81578,4.96107,-0.249026,-4.32473,-1.35323
-3.81481,4.96068,-0.24913,-4.32444,-1.35284
-3.81385,4.9603,-0.249233,-4.32415,-1.35246
-3.81288,4.95992,-0.249337,-4.32386,-1.35207
-3.81192,4.95954,-0.249441,-4.32357,-1.35169
-3.81095,4.95915,-0.249544,-4.32329,-1.3513
-3.80999,4.95877,-0.249648,-4.323,-1.35092
-3.80902,4.95839,-0.249752,-4.32271,-1.35053
-3.80806,4.95801,-0.249855,-4.32242,-1.35015
-3.80709,4.95762,-0.249959,-4.32213,-1.34976
-3.80613,4.95724,-0.250063,-4.32184,-1.34938
-3.80516,4.95686,-0.250167,-4.32155,-1.34899
-3.8042,4.95648,-0.25027,-4.32126,-1.34861
-3.80324,4.9561,-0.250374,-4.32097,-1.34822
-3.80227,4.95572,-0.250478,-4.32068,-1.34784
-3.80131,4.95533,-0.250582,-4.32039,-1.34746
-3.80035,4.95495,-0.250686,-4.3201,-1.34707
-3.79938,4.95457,-0.25079,-4.31982,-1.34669
-3.79842,4.95419,-0.250894,-4.31953,-1.3463
-3.79746,4.95381,-0.250998,-4.31924,-1.34592
-3.7965,4.95343,-0.251102,-4.31895,-1.34553
-3.79553,4.95305,-0.251206,-4.31866,-1.34515
-3.79457,4.95267,-0.25131,-4.31837,-1.34476
-3.79361,4.95229,-0.251414,-4.31808,-1.34438
-3.79265,4.95191,-0.251518,-4.31779,-1.34399
-3.79169,4.95153,-0.251622,-4.31751,-1.34361
-3.79073,4.95115,-0.251726,-4.31722,-1.34323
-3.78976,4.95077,-0.25183,-4.31693,-1.34284
-3.7888,4.95039,-0.251934,-4.31664,-1.34246
-3.78784,4.95001,-0.252038,-4.31635,-1.34207
-3.78688,4.94963,-0.252143,-4.31606,-1.34169
-3.78592,4.94925,-0.252247,-4.31578,-1.3413
-3.78496,4.94887,-0.252351,-4.31549,-1.34092
-3.784,4.94849,-0.252455,-4.3152,-1.34054
-3.78304,4.94811,-0.252559,-4.31491,-1.34015
-3.78208,4.94773,-0.252664,-4.31463,-1.33977
-3.78112,4.94735,-0.252768,-4.31434,-1.33938
-3.78016,4.94697,-0.252872,-4.31405,-1.339
-3.77921,4.94659,-0.252977,-4.31376,-1.33861
-3.77825,4.94621,-0.253081,-4.31347,-1.33823
-3.77729,4.94583,-0.253186,-4.31319,-1.33785
-3.77633,4.94545,-0.25329,-4.3129,-1.33746
-3.77537,4.94507,-0.253394,-4.31261,-1.33708
-3.77441,4.9447,-0.253499,-4.31232,-1.33669
-3.77346,4.94432,-0.253603,-4.31204,-1.33631
-3.7725,4.94394,-0.253708,-4.31175,-1.33593
-3.77154,4.94356,-0.253812,-4.31146,-1.33554
-3.77058,4.94318,-0.253917,-4.31118,-1.33516
-3.76963,4.9428,-0.254022,-4.31089,-1.33477
-3.76867,4.94243,-0.254126,-4.3106,-1.33439
-3.76771,4.94205,-0.254231,-4.31031,-1.33401
-3.76676,4.94167,-0.254335,-4.31003,-1.33362
-3.7658,4.94129,-0.25444,-4.30974,-1.33324
-3.76484,4.94091,-0.254545,-4.30945,-1.33285
-3.76389,4.94054,-0.254649,-4.30917,-1.33247
-3.76293,4.94016,-0.254754,-4.30888,-1.33209
-3.76198,4.93978,-0.254859,-4.30859,-1.3317
-3.76102,4.93941,-0.254964,-4.30831,-1.33132
-3.76007,4.93903,-0.255068,-4.30802,-1.33093
-3.75911,4.93865,-0.255173,-4.30773,-1.33055
-3.75816,4.93827,-0.255278,-4.30745,-1.33017
-3.7572,4.9379,-0.255383,-4.30716,-1.32978
-3.75625,4.93752,-0.255488,-4.30687,-1.3294
-3.75529,4.93714,-0.255593,-4.30659,-1.32902
-3.75434,4.93677,-0.255698,-4.3063,-1.32863
-3.75339,4.93639,-0.255803,-4.30602,-1.32825
-3.75243,4.93601,-0.255908,-4.30573,-1.32786
-3.75148,4.93564,-0.256012,-4.30544,-1.32748
-3.75053,4.93526,-0.256117,-4.30516,-1.3271
-3.74957,4.93489,-0.256223,-4.30487,-1.32671
-3.74862,4.93451,-0.256328,-4.30459,-1.32633
-3.74767,4.93413,-0.256433,-4.3043,-1.32595
-3.74671,4.93376,-0.256538,-4.30401,-1.32556
-3.74576,4.93338,-0.256643,-4.30373,-1.32518
-3.74481,4.93301,-0.256748,-4.30344,-1.3248
-3.74386,4.93263,-0.256853,-4.30316,-1.32441
-3.74291,4.93226,-0.256958,-4.30287,-1.32403
-3.74195,4.93188,-0.257063,-4.30259,-1.32365
-3.741,4.93151,-0.257169,-4.3023,-1.32326
-3.74005,4.93113,-0.257274,-4.30202,-1.32288
-3.7391,4.93076,-0.257379,-4.30173,-1.32249
-3.73815,4.93038,-0.257484,-4.30144,-1.32211
-3.7372,4.93001,-0.25759,-4.30116,-1.32173
-3.73625,4.92963,-0.257695,-4.30087,-1.32134
-3.7353,4.92926,-0.2578,-4.30059,-1.32096
-3.73435,4.92888,-0.257906,-4.3003,-1.32058
-3.7334,4.92851,-0.258011,-4.30002,-1.32019
-3.73245,4.92813,-0.258116,-4.29973,-1.31981
-3.7315,4.92776,-0.258222,-4.29945,-1.31943
-3.73055,4.92739,-0.258327,-4.29916,-1.31905
-3.7296,4.92701,-0.258433,-4.29888,-1.31866
-3.72865,4.92664,-0.258538,-4.2986,-1.31828
-3.7277,4.92626,-0.258644,-4.29831,-1.3179
-3.72675,4.92589,-0.258749,-4.29803,-1.31751
-3.72581,4.92552,-0.258855,-4.29774,-1.31713
-3.72486,4.92514,-0.25896,-4.29746,-1.31675
-3.72391,4.92477,-0.259066,-4.29717,-1.31636
-3.72296,4.9244,-0.259171,-4.29689,-1.31598
-3.72201,4.92402,-0.259277,-4.2966,-1.3156
-3.72107,4.92365,-0.259383,-4.29632,-1.31521
-3.72012,4.92328,-0.259488,-4.29604,-1.31483
-3.71917,4.9229,-0.259594,-4.29575,-1.31445
-3.71823,4.92253,-0.2597,-4.29547,-1.31407
-3.71728,4.92216,-0.259806,-4.29518,-1.31368
-3.71633,4.92179,-0.259911,-4.2949,-1.3133
-3.71539,4.92141,-0.260017,-4.29462,-1.31292
-3.71444,4.92104,-0.260123,-4.29433,-1.31253
-3.71349,4.92067,-0.260229,-4.29405,-1.31215
-3.71255,4.9203,-0.260334,-4.29376,-1.31177
-3.7116,4.91993,-0.26044,-4.29348,-1.31139
-3.71066,4.91955,-0.260546,-4.2932,-1.311
-3.70971,4.91918,-0.260652,-4.29291,-1.31062
-3.70877,4.91881,-0.260758,-4.29263,-1.31024
-3.70782,4.91844,-0.260864,-4.29235,-1.30985
-3.70688,4.91807,-0.26097,-4.29206,-1.30947
-3.70593,4.91769,-0.261076,-4.29178,-1.30909
-3.70499,4.91732,-0.261182,-4.2915,-1.30871
-3.70404,4.91695,-0.261288,-4.29121,-1.30832
-3.7031,4.91658,-0.261394,-4.29093,-1.30794
-3.70216,4.91621,-0.2615,-4.29065,-1.30756
-3.70121,4.91584,-0.261606,-4.29036,-1.30718
-3.70027,4.91547,-0.261712,-4.29008,-1.30679
-3.69933,4.9151,-0.261818,-4.2898,-1.30641
-3.69838,4.91473,-0.261924,-4.28952,-1.30603
-3.69744,4.91436,-0.262031,-4.28923,-1.30565
-3.6965,4.91399,-0.262137,-4.28895,-1.30526
-3.69556,4.91362,-0.262243,-4.28867,-1.30488
-3.69461,4.91324,-0.262349,-4.28838,-1.3045
-3.69367,4.91287,-0.262455,-4.2881,-1.30412
-3.69273,4.9125,-0.262562,-4.28782,-1.30373
-3.69179,4.91213,-0.262668,-4.28754,-1.30335
-3.69085,4.91176,-0.262774,-4.28725,-1.30297
-3.68991,4.91139,-0.262881,-4.28697,-1.30259
-3.68896,4.91103,-0.262987,-4.28669,-1.3022
-3.68802,4.91066,-0.263093,-4.28641,-1.30182
-3.68708,4.91029,-0.2632,-4.28613,-1.30144
-3.68614,4.90992,-0.263306,-4.28584,-1.30106
-3.6852,4.90955,-0.263413,-4.28556,-1.30068
-3.68426,4.90918,-0.263519,-4.28528,-1.30029
-3.68332,4.90881,-0.263625,-4.285,-1.29991
-3.68238,4.90844,-0.263732,-4.28471,-1.29953
-3.68144,4.90807,-0.263838,-4.28443,-1.29915
-3.6805,4.9077,-0.263945,-4.28415,-1.29876
-3.67956,4.90733,-0.264052,-4.28387,-1.29838
-3.67863,4.90696,-0.264158,-4.28359,-1.298
-3.67769,4.9066,-0.264265,-4.28331,-1.29762
-3.67675,4.90623,-0.264371,-4.28302,-1.29724
-3.67581,4.90586,-0.264478,-4.28274,-1.29685
-3.67487,4.90549,-0.264585,-4.28246,-1.29647
-3.67393,4.90512,-0.264691,-4.28218,-1.29609
-3.673,4.90476,-0.264798,-4.2819,-1.29571
-3.67206,4.90439,-0.264905,-4.28162,-1.29533
-3.67112,4.90402,-0.265011,-4.28134,-1.29494
-3.67018,4.90365,-0.265118,-4.28106,-1.29456
-3.66925,4.90328,-0.265225,-4.28077,-1.29418
-3.66831,4.90292,-0.265332,-4.28049,-1.2938
-3.66737,4.90255,-0.265439,-4.28021,-1.29342
-3.66644,4.90218,-0.265545,-4.27993,-1.29304
-3.6655,4.90181,-0.265652,-4.27965,-1.29265
-3.66456,4.90145,-0.265759,-4.27937,-1.29227
-3.66363,4.90108,-0.265866,-4.27909,-1.29189
-3.66269,4.90071,-0.265973,-4.27881,-1.29151
-3.66176,4.90035,-0.26608,-4.27853,-1.29113
-3.66082,4.89998,-0.266187,-4.27825,-1.29075
-3.65989,4.89961,-0.266294,-4.27797,-1.29036
-3.65895,4.89925,-0.266401,-4.27769,-1.28998
-3.65802,4.89888,-0.266508,-4.2774,-1.2896
-3.65708,4.89851,-0.266615,-4.27712,-1.28922
-3.65615,4.89815,-0.266722,-4.27684,-1.28884
-3.65521,4.89778,-0.266829,-4.27656,-1.28846
-3.65428,4.89742,-0.266936,-4.27628,-1.28807
-3.65335,4.89705,-0.267043,-4.276,-1.28769
-3.65241,4.89668,-0.26715,-4.27572,-1.28731
-3.65148,4.89632,-0.267258,-4.27544,-1.28693
-3.65054,4.89595,-0.267365,-4.27516,-1.28655
-3.64961,4.89559,-0.267472,-4.27488,-1.28617
-3.64868,4.89522,-0.267579,-4.2746,-1.28579
-3.64775,4.89486,-0.267686,-4.27432,-1.28541
-3.64681,4.89449,-0.267794,-4.27404,-1.28502
-3.64588,4.89413,-0.267901,-4.27376,-1.28464
-3.64495,4.89376,-0.268008,-4.27348,-1.28426
-3.64402,4.8934,-0.268115,-4.2732,-1.28388
-3.64308,4.89303,-0.268223,-4.27293,-1.2835
-3.64215,4.89267,-0.26833,-4.27265,-1.28312
-3.64122,4.8923,-0.268438,-4.27237,-1.28274
-3.64029,4.89194,-0.268545,-4.27209,-1.28236
-3.63936,4.89157,-0.268652,-4.27181,-1.28197
-3.63843,4.89121,-0.26876,-4.27153,-1.28159
-3.6375,4.89084,-0.268867,-4.27125,-1.28121
-3.63657,4.89048,-0.268975,-4.27097,-1.28083
-3.63564,4.89012,-0.269082,-4.27069,-1.28045
-3.63471,4.88975,-0.26919,-4.27041,-1.28007
-3.63378,4.88939,-0.269297,-4.27013,-1.27969
-3.63285,4.88902,-0.269405,-4.26985,-1.27931
-3.63192,4.88866,-0.269512,-4.26958,-1.27893
-3.63099,4.8883,-0.26962,-4.2693,-1.27855
-3.63006,4.88793,-0.269728,-4.26902,-1.27817
-3.62913,4.88757,-0.269835,-4.26874,-1.27778
-3.6282,4.88721,-0.269943,-4.26846,-1.2774
-3.62727,4.88684,-0.270051,-4.26818,-1.27702
-3.62634,4.88648,-0.270158,-4.2679,-1.27664
-3.62542,4.88612,-0.270266,-4.26762,-1.27626
-3.62449,4.88575,-0.270374,-4.26735,-1.27588
-3.62356,4.88539,-0.270482,-4.26707,-1.2755
-3.62263,4.88503,-0.270589,-4.26679,-1.27512
-3.62171,4.88467,-0.270697,-4.26651,-1.27474
-3.62078,4.8843,-0.270805,-4.26623,-1.27436
-3.61985,4.88394,-0.270913,-4.26596,-1.27398
-3.61892,4.88358,-0.271021,-4.26568,-1.2736
-3.618,4.88322,-0.271129,-4.2654,-1.27322
-3.61707,4.88285,-0.271236,-4.26512,-1.27284
-3.61614,4.88249,-0.271344,-4.26484,-1.27246
-3.61522,4.88213,-0.271452,-4.26457,-1.27207
-3.61429,4.88177,-0.27156,-4.26429,-1.27169
-3.61337,4.88141,-0.271668,-4.26401,-1.27131
-3.61244,4.88105,-0.271776,-4.26373,-1.27093
-3.61152,4.88068,-0.271884,-4.26345,-1.27055
-3.61059,4.88032,-0.271992,-4.26318,-1.27017
-3.60967,4.87996,-0.2721,-4.2629,-1.26979
-3.60874,4.8796,-0.272208,-4.26262,-1.26941
-3.60782,4.87924,-0.272317,-4.26234,-1.26903
-3.60689,4.87888,-0.272425,-4.26207,-1.26865
-3.60597,4.87852,-0.272533,-4.26179,-1.26827
-3.60504,4.87816,-0.272641,-4.26151,-1.26789
-3.60412,4.8778,-0.272749,-4.26124,-1.26751
-3.6032,4.87744,-0.272857,-4.26096,-1.26713
-3.60227,4.87707,-0.272965,-4.26068,-1.26675
-3.60135,4.87671,-0.273074,-4.2604,-1.26637
-3.60043,4.87635,-0.273182,-4.26013,-1.26599
-3.5995,4.87599,-0.27329,-4.25985,-1.26561
-3.59858,4.87563,-0.273399,-4.25957,-1.26523
-3.59766,4.87527,-0.273507,-4.2593,-1.26485
-3.59673,4.87491,-0.273615,-4.25902,-1.26447
-3.59581,4.87455,-0.273724,-4.25874,-1.26409
-3.59489,4.87419,-0.273832,-4.25847,-1.26371
-3.59397,4.87383,-0.27394,-4.25819,-1.26333
-3.59305,4.87348,-0.274049,-4.25791,-1.26295
-3.59213,4.87312,-0.274157,-4.25764,-1.26257
-3.5912,4.87276,-0.274266,-4.25736,-1.26219
-3.59028,4.8724,-0.274374,-4.25709,-1.26181
-3.58936,4.87204,-0.274483,-4.25681,-1.26143
-3.58844,4.87168,-0.274591,-4.25653,-1.26105
-3.58752,4.87132,-0.2747,-4.25626,-1.26067
-3.5866,4.87096,-0.274808,-4.25598,-1.26029
-3.58568,4.8706,-0.274917,-4.2557,-1.25991
-3.58476,4.87024,-0.275025,-4.25543,-1.25953
-3.58384,4.86989,-0.275134,-4.25515,-1.25915
-3.58292,4.86953,-0.275242,-4.25488,-1.25878
-3.582,4.86917,-0.275351,-4.2546,-1.2584
-3.58108,4.86881,-0.27546,-4.25432,-1.25802
-3.58016,4.86845,-0.275568,-4.25405,-1.25764
-3.57925,4.86809,-0.275677,-4.25377,-1.25726
-3.57833,4.86774,-0.275786,-4.2535,-1.25688
-3.57741,4.86738,-0.275895,-4.25322,-1.2565
-3.57649,4.86702,-0.276003,-4.25295,-1.25612
-3.57557,4.86666,-0.276112,-4.25267,-1.25574
-3.57465,4.86631,-0.276221,-4.2524,-1.25536
-3.57374,4.86595,-0.27633,-4.25212,-1.25498
-3.57282,4.86559,-0.276439,-4.25185,-1.2546
-3.5719,4.86523,-0.276548,-4.25157,-1.25422
-3.57098,4.86488,-0.276656,-4.2513,-1.25384
-3.57007,4.86452,-0.276765,-4.25102,-1.25346
-3.56915,4.86416,-0.276874,-4.25075,-1.25308
-3.56823,4.86381,-0.276983,-4.25047,-1.25271
-3.56732,4.86345,-0.277092,-4.2502,-1.25233
-3.5664,4.86309,-0.277201,-4.24992,-1.25195
-3.56549,4.86274,-0.27731,-4.24965,-1.25157
-3.56457,4.86238,-0.277419,-4.24937,-1.25119
-3.56365,4.86202,-0.277528,-4.2491,-1.25081
-3.56274,4.86167,-0.277637,-4.24882,-1.25043
-3.56182,4.86131,-0.277746,-4.24855,-1.25005
-3.56091,4.86095,-0.277855,-4.24827,-1.24967
-3.55999,4.8606,-0.277964,-4.248,-1.24929
-3.55908,4.86024,-0.278074,-4.24772,-1.24892
-3.55816,4.85989,-0.278183,-4.24745,-1.24854
-3.55725,4.85953,-0.278292,-4.24718,-1.24816
-3.55634,4.85918,-0.278401,-4.2469,-1.24778
-3.55542,4.85882,-0.27851,-4.24663,-1.2474
-3.55451,4.85847,-0.278619,-4.24635,-1.24702
-3.5536,4.85811,-0.278729,-4.24608,-1.24664
-3.55268,4.85775,-0.278838,-4.2458,-1.24626
-3.55177,4.8574,-0.278947,-4.24553,-1.24589
-3.55086,4.85704,-0.279057,-4.24526,-1.24551
-3.54994,4.85669,-0.279166,-4.24498,-1.24513
-3.54903,4.85634,-0.279275,-4.24471,-1.24475
-3.54812,4.85598,-0.279385,-4.24444,-1.24437
-3.54721,4.85563,-0.279494,-4.24416,-1.24399
-3.54629,4.85527,-0.279603,-4.24389,-1.24361
-3.54538,4.85492,-0.279713,-4.24361,-1.24324
-3.54447,4.85456,-0.279822,-4.24334,-1.24286
-3.54356,4.85421,-0.279932,-4.24307,-1.24248
-3.54265,4.85385,-0.280041,-4.24279,-1.2421
-3.54174,4.8535,-0.280151,-4.24252,-1.24172
-3.54083,4.85315,-0.28026,-4.24225,-1.24134
-3.53992,4.85279,-0.28037,-4.24197,-1.24097
-3.539,4.85244,-0.280479,-4.2417,-1.24059
-3.53809,4.85209,-0.280589,-4.24143,-1.24021
-3.53718,4.85173,-0.280698,-4.24116,-1.23983
-3.53627,4.85138,-0.280808,-4.24088,-1.23945
-3.53536,4.85103,-0.280918,-4.24061,-1.23907
-3.53445,4.85067,-0.281027,-4.24034,-1.2387
-3.53355,4.85032,-0.281137,-4.24006,-1.23832
-3.53264,4.84997,-0.281247,-4.23979,-1.23794
-3.53173,4.84961,-0.281356,-4.23952,-1.23756
-3.53082,4.84926,-0.281466,-4.23925,-1.23718
-3.52991,4.84891,-0.281576,-4.23897,-1.23681
-3.529,4.84856,-0.281685,-4.2387,-1.23643
-3.52809,4.8482,-0.281795,-4.23843,-1.23605
-3.52718,4.84785,-0.281905,-4.23816,-1.23567
-3.52628,4.8475,-0.282015,-4.23788,-1.23529
-3.52537,4.84715,-0.282125,-4.23761,-1.23492
-3.52446,4.84679,-0.282235,-4.23734,-1.23454
-3.52355,4.84644,-0.282344,-4.23707,-1.23416
-3.52265,4.84609,-0.282454,-4.23679,-1.23378
-3.52174,4.84574,-0.282564,-4.23652,-1.23341
-3.52083,4.84539,-0.282674,-4.23625,-1.23303
-3.51993,4.84504,-0.282784,-4.23598,-1.23265
-3.51902,4.84468,-0.282894,-4.23571,-1.23227
-3.51811,4.84433,-0.283004,-4.23543,-1.2319
-3.51721,4.84398,-0.283114,-4.23516,-1.23152
-3.5163,4.84363,-0.283224,-4.23489,-1.23114
-3.5154,4.84328,-0.283334,-4.23462,-1.23076
-3.51449,4.84293,-0.283444,-4.23435,-1.23039
-3.51359,4.84258,-0.283554,-4.23408,-1.23001
-3.51268,4.84223,-0.283664,-4.2338,-1.22963
-3.51178,4.84188,-0.283774,-4.23353,-1.22925
-3.51087,4.84152,-0.283885,-4.23326,-1.22888
-3.50997,4.84117,-0.283995,-4.23299,-1.2285
-3.50906,4.84082,-0.284105,-4.23272,-1.22812
-3.50816,4.84047,-0.284215,-4.23245,-1.22774
-3.50726,4.84012,-0.284325,-4.23218,-1.22737
-3.50635,4.83977,-0.284436,-4.23191,-1.22699
-3.50545,4.83942,-0.284546,-4.23163,-1.22661
-3.50454,4.83907,-0.284656,-4.23136,-1.22623
-3.50364,4.83872,-0.284766,-4.23109,-1.22586
-3.50274,4.83837,-0.284877,-4.23082,-1.22548
-3.50184,4.83802,-0.284987,-4.23055,-1.2251
-3.50093,4.83767,-0.285097,-4.23028,-1.22473
-3.50003,4.83732,-0.285208,-4.23001,-1.22435
-3.49913,4.83698,-0.285318,-4.22974,-1.22397
-3.49823,4.83663,-0.285428,-4.22947,-1.22359
-3.49732,4.83628,-0.285539,-4.2292,-1.22322
-3.49642,4.83593,-0.285649,-4.22893,-1.22284
-3.49552,4.83558,-0.28576,-4.22866,-1.22246
-3.49462,4.83523,-0.28587,-4.22839,-1.22209
-3.49372,4.83488,-0.285981,-4.22812,-1.22171
-3.49282,4.83453,-0.286091,-4.22785,-1.22133
-3.49192,4.83418,-0.286202,-4.22758,-1.22096
-3.49102,4.83384,-0.286312,-4.2273,-1.22058
-3.49012,4.83349,-0.286423,-4.22703,-1.2202
-3.48922,4.83314,-0.286533,-4.22676,-1.21983
-3.48832,4.83279,-0.286644,-4.22649,-1.21945
-3.48742,4.83244,-0.286755,-4.22622,-1.21907
-3.48652,4.8321,-0.286865,-4.22595,-1.2187
-3.48562,4.83175,-0.286976,-4.22569,-1.21832
-3.48472,4.8314,-0.287087,-4.22542,-1.21794
-3.48382,4.83105,-0.287197,-4.22515,-1.21757
-3.48292,4.8307,-0.287308,-4.22488,-1.21719
-3.48202,4.83036,-0.287419,-4.22461,-1.21681
-3.48112,4.83001,-0.287529,-4.22434,-1.21644
-3.48022,4.82966,-0.28764,-4.22407,-1.21606
-3.47933,4.82932,-0.287751,-4.2238,-1.21569
-3.47843,4.82897,-0.287862,-4.22353,-1.21531
