
 Potassium,21.8674,2797.97,108228,867524,3.91854e+06,1.30655e+07,3.60098e+07,8.69718e+07,1.90492e+08,3.86752e+08,7.38818e+08,1.34225e+09,2.33766e+09,3.92668e+09,6.39226e+09,1.01238e+10,1.56479e+10,2.36667e+10,3.51023e+10,5.11521e+10,7.33527e+10,1.03656e+11,1.4452e+11,1.99007e+11,2.70912e+11,3.64892e+11,4.8663e+11,6.43015e+11,8.42343e+11,1.09455e+12,1.41149e+12,1.80718e+12,2.29821e+12,2.90401e+12,3.64736e+12,4.55476e+12,5.65698e+12,6.98959e+12,8.5936e+12,1.05161e+13,1.2811e+13,
 Sodium,-0.246549,367.669,1968.54,4321.33,6834.02,9199.72,11287.1,13010.5,14252.2,14825.5,14460.6,12806.9,9443.01,3896.66,-4331.04,-15737,-30786.1,-49883.2,-73347.1,-101391,-134106,-171458,-213283,-259292,-309081,-362150,-417911,-475716,-534871,-594661,-654363,-713268,-770695,-826005,-878613,-927993,-973690,-1.01532e+06,-1.05257e+06,-1.08521e+06,-1.11307e+06,
